,label,predicted_label,content
124,0,0,100NotOut Thank You for following !!  🔷 Leicester 🔹@USER VoteForChange LocalElections2019 🔹 VoteTory VoteConservative 🔷 CutCrime CutRedTape CutTaxes CutGrass 🇬🇧BetterServicesLowerTaxes 🇬🇧🔵
125,0,0,"ThingsYouShouldNeverAssume when someone says she/he is okay or smile, maybe he/she doesnt wanna worry you ."
126,0,0,"Repost @USER with get_repost ・・・ Those who love you are not fooled by mistakes you have made, or by dark images you hold about yourself . They remember your beauty when you feel… URL"
127,0,0,1 Nick Gehlfuss stan just watched Friends ! and she is not going to stop tvtime URL
128,0,0,"SEO Tips: You are the master of your own fate online, so be wise and dont expect pity . If you screw up, nobody else is to blame ."
129,1,1,FortniteBattleRoyale XboxShare @USER   Please ban this cheating scum .  he is literally invisible URL
130,1,0,MAGA Qanon GreatAwakening inners WWG1WGA NowComesThePain WalkAway GoodbyeDemocrats   Ellison Accuser Says Shes Been Sidelined By Her Own Party URL
131,0,0,"Truth I will show you how to build your own personal, online 'traffic economy' so you are never in short supply of qualified prospects and sales again URL URL"
132,0,1,@USER Gun control ? Im wondering who was in control of all those bodies that got suicided because of you . You need to be controlled .  24/7/365 GITMO THE PAIN IS COMING . MAGA QAnon Benghazi  Hope they televise your demise .
133,0,0,Antifa has a new cause URL
134,0,0,Balkan Conservatives Unite at Family Congress in Moldova URL
135,1,1,BoycottNFL .@USER You are dead to me . @USER @USER URL
136,1,0,"@USER WalkAwayFromAllDemocrats  Michelle was there 8 years and we sure dont need any more bad advice from her now . We have a new Sheriff in Town, whos  MAGA .  Get out and VOTE - ALL COLORS, ALL GENDERS (AKA) ALL AMERICANS !!! URL"
137,0,0,ConstitutionDay Enforce U .S Immigration laws Not One Set of laws for Illegal Aliens and one Set of laws for Citizens !  Trump MAGA RedNationRising  NoDACA URL
138,1,0,BlaseyFord Its so comical that liberals always want it both ways first women need to be treated as equals but when it comes to Ford testifying they say its unfair to have more men asking her questions . Which is it Dems are women equal or should we receive special treatment ?
139,0,0,"2A GUN CONTROL KILLS PEOPLE, THIS IS WHY WE NEED CONCEALED CARRY URL"
140,1,0,"Ted always has a feel for the most appropriate public behavior . But, often, he is unable to control himself . GOPDysfunction URL"
141,0,1,FollowTheWhiteRabbit QAnon GreatAwakening SpyGate WalkAway QAnon QArmy MAGA Google MAGA Poland FISADeclassification DearProfessorFord URL  Dem US Senator Corey Booker molesting a 15 year old in the 80s surfaces URL
142,1,1,"@USER  Stick to Comedy ... You werent that funny yo start with, but that political commentary of yours is pathetic !!!"
143,1,0,@USER Holder needed to be impeached
144,0,0,WeAreBRONCOS This little guy loves the Broncos !!!! He is one of their biggest fan !!! beon9 @USER URL
145,0,0,BBCNews - Cleverly: There have been no cuts to the NHS James Cleverly on Conservatives and coalition health spending URL
146,0,0,2011 me was cute as hell and I love that 2015 me looks like an Antifa protestor (when really I was freezing cold in the Hunter). And I need to dye my hair again OMG I loved being a redhead . URL
147,1,0,BelieveAllWomen just when I think things cant get dumber .. this happens .. liberals probably dont realize this because they are children but this isnt equality . How about we treat women an men the same .. pretty sure thatll have better results for culture
148,0,0,"Today The two most important days in your life are the day you are born and the day you find out why ."" Mark Twain"""
149,0,0,TheLadyBam has spoken ! ❤ She is simply the BEST ! 🙏🏼 SpreadMaryLove 👠💃 Onward URL
150,0,0,media credentials If you are POC and had a problem with @USER  please send DM me do not like this tweet
151,0,0,"ALERT   A win for the Progressive Conservatives .   The Ontario Court of Appeal has granted a stay of Bill5,  which is to cut the number of Toronto city councillors from 47 to 25 ."
152,1,0,SierraBurgessIsALoser  She is me when my phone dings 😂
153,1,1,@USER metoo are all racist !
154,1,1,GOP still acting like the wimps they are .. What !? they havent yet realized that Liberals will hate them regardless of their sentiments .. Either Republicans are just too stupid to get out of their own way or theyre just tilted to far left .. ConfirmKavanaughNow
155,0,1,"SerenaWilliams is NOT the first mother to be on the womens tour .  She is embarrassingly entitled and a bully .  Yes, that is Kim Clijsters winning a Major a year after having a baby .   @USER @USER @USER URL"
156,1,1,"TheArchers I want to be brilliant at Karate so I can kick the shit out of everyone"""""
157,0,0,"5 . FED Agency - Hijaked with info on FED Agency by extremist group secretly funded - Antifa,BLM,Soros,CIA"
158,0,0,BaldwinFundraises at K Street Firm Working Pro-Bono for Gun Control Lobby law TammyBaldwin fundraiser ... URL URL
159,0,0,AafiaSiddiqui is a convicted terrorist but she is widely hailed as the Daughter of Pakistan . URL
160,1,1,DregsOfSociety  ??? Deplorables   Liberals usually dehumanize those they want to exterminate later URL
161,0,0,"ALDUBLoveAndBeyond when you rise in life, your friends know who you are, when you fall down, you know who your friends are .."
162,0,0,"Gemini woman: if she cannot change her scene, then she is liable to change the cast ."
163,0,0,WCE To my favorite girl ! Hope your day is as awesome as you are ! URL
164,1,0,EmmyAwards2018 - Ratings tank as expected .  Who can possibly stand to watch so many liberals in one place at one time .
165,0,0,@USER 'Cult like' caps .  Hmm where else do we see cult like caps MAGA  🤯🤯
166,0,0,Eagles are setting up a workout with Jeremy Maclin according to @USER It cant be this week though because he is still hurting .
167,0,0,"@USER Lets just be friends and have a civil discussion .""  So its totally fine if he is told to his face that his life is sinful . But criticize him ever so lightly and that is not civil anymore, which deserves a block !"""
168,1,0,@USER Gutierrez has always been nothing more than a racebaiter
169,0,0,DISARMTHEM ANTIFA  Give Jack here a participation trophy ! URL
170,0,0,CognitiveDissonanceChallenge2018  This one will be painful for conservatives . Proceed with caution . URL
171,0,0,"Chequers crashes and burns in Strasbourg along with Mays hopes of clinging to power ...…..her support ebbing away in the @USER Party, in Parliament and in the Country .  It is time for her to load the Webley ....."
172,0,0,John_Fund: Kavanaugh and Ford controversy – Its 1991 all over again and even some honest liberals are upset URL via @USER URL
173,1,0,"Elitist Actors NBC Liberals of Dems in Hollywood at the Emmy Awards a 'toothless' NBC self-promotion onslaught peppered with MeToo cracks but it was planned, staged and okay because they are Democrats Socialist Liberals of the Left WALKAWAY ! URL"
174,0,0,@USER Kellerman knows only 1 thing more then the average man Boxing ! He is a Brady hater . I will say Rodgers is maybe a better thrower ie . Dan Marino but a better QB then Brady . Jut look at his playoff record .
175,1,0,DrFord  DearProfessorFord  Is a FRAUD Female @USER group paid for and organized by GeorgeSoros URL
176,0,0,Osaka says the crowd was noisy and i really didnt c what was going on . i had to focus cuz she is such a great champ and was confused when the score went to 5-3 .
177,1,0,"BlueWave DumpTrump …give my love 2, or cooperate/compromise w/, conservatives/Trump supporters who constantly vilify marginalized groups, who constantly attack womens rights 2 make choices about their own bodies,…"
178,0,0,.@USER takes the season opener on Saturday . Highlights: URL
179,0,0,@USER @USER @USER Ummmm fascism actually started with Mussolini in Italy and Antifa is not a part of Anonymous . Anonymous does not censor like Antifa . They are not related as Anonymous is anti censorship URL
180,1,1,NightMayor 's DT cycle track can easily open Antifa tennis courts inside Crescent Heights until we are able to trash Nenshis communist vape shop !
181,0,0,"MPLSpotlight: Have you met Stefanie ? Shes our newest Adult Services Librarian . She has been putting in a lot of hours cleaning up our collections . Here she is with her favorite find, a book on unique homes . If you see her, be sure to say hi !"" MonroLib URL"
182,1,1,ArunJaitleyStepDown He is most shameless FM in history of India and audacity and shamelessness with which is lies in public is disgrace to post .
183,0,0,Canadas Liberal government rejects @USER recommendation that political parties comply with privacy laws after Facebook / CambridgeAnalytica scandal URL
184,0,0,"Will you marry me please ..""  { RogueBot }"""
185,1,0,"Conservatives £2 bn Housing on-trick @USER -  What a crock of shte""! @USER HousingCrisis  URL"
186,1,1,2 weeks of resp done and I still dont know shit my ass still on vacation mode 😪
187,0,0,(NAB)JESUS WONT REJECT U-COME TO HIM -HOMEWARD BOUND TOWARDS HEAVENS KINGDOM HE IS OPEN DOOR TO ONLY-
188,0,0,"Nickelodeon @USER KallysMashup She has an Angels👼Heart,💘the Force🌐of Character⚡of a Goddess💝and its Light💫Shines🌠as much like that of a Star .🌟She is ... @USER MaiaReficco URL"
189,1,0,Coupdetat of Spain in Catalona . Spain is a  fakedemocracy @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER cddr shameonSpain WakeupEurope @USER @USER URL
190,0,0,"Analysis: Supporters of the Peoples Party of Canada would likely bristle at being called liberal,"" but its beliefs fit the classic definition . URL @USER"
191,0,0,"BarbieDreamsVIDEO I saw the genius interview , thank you for loving us so much , just the way we love you Barbie , you are beauty with brains ♥️♥️"
192,0,0,"JusticeForSoniasFather @USER @USER @USER @USER @USER @USER @USER @USER Plz help Sonia . She is in pain . Why PTI officials not responding her . She is also getting trouble from PMLN goons . Some1, plz help her . Thanks"
193,0,0,"1A 2A  Ok,@USER , @USER  This is Eric Holder talking about gun control . This has been pulled down 6 times now . Im going to keep reposting it everytime it gets taken down !! URL"
194,0,0,Conservatives today ... URL
195,0,0,Liberals and Democrats use this as their first step of food preparation ... URL
196,1,1,"Liberalismisamentaldisorder, but it is also a danger to our country . Liberals are showing themselves to be utterly hateful . They do not CARE about TRUTH, they only care about POWER ."
197,0,0,"Florencehurricane 72 HOURS OF SUSTAINED LETHAL CYCLONIC FORCES, ONLY TO A FEW HOURS TO IMPACT TO  NorthCarolina SouthCarolina, AND Georgia ... DONT BE STUPID ... GET AWAY FROM THESE AREAS ... @USER @USER Florence Sep 12 12:13 PM Nyc Miami Houston Chicago Nj Ca La URL"
198,0,0,"Antifa UKLabour, FBPE, SUTR  Pay Attention !  This is what ForBritain is fighting against - you ? URL"
199,0,0,@USER He is a expert on NI now &amp; blocks anyone that challenges his views--he just wants his view heard-he has obsessive love for EU-
200,0,0,Antifa demo in memory of KillahP . Greece URL
201,1,1,@USER These are all  coranated attacks from idiot loons ! They will get worse much worse before the election ! Can u imagine idiots who want to get rid of the economy and their 401 along with interest rates just because he is not a polished politician ? Idiots !
202,1,0,@USER @USER Awwww she is so stinking cute ! How old is she now ?
203,1,1,"Benghazi  Haiti  UraniumOne  SethRich What more does the justice department need ? No double standards ! Just because youre Rich and Powerful doesnt mean you can rob, seal and murder ! DrainTheSwamp  HillaryForPrison  VoteRed MAGA URL"
204,0,0,"Black_Eyed_Peas Tackle Gun Control, Social Justice on New Song ‘Big Love’: Single highlights groups first album in eight years, 'Masters of the Sun' URL URL"
205,0,0,Censorship  Awake yet ?  Ask yourself why these conservatives are being censored ? WalkAway URL
206,0,0,"You didnt have to beat him up like that ... all he said was you are looking so delicious ."" You say as you clean up his bruised knuckles . ""Nobody talks to my woman that way ...except me ."" He pulls you on to his lap .  ""Do you want me to kiss it and make it feel better ?"" You tease .+ URL"
207,1,1,JoinTheFight    Join the fight against American Communists ... Democrats  and  Liberals have taken this crap to the edge and there is no coming back . They are  openly promoting the Destruction of  AMERICA .  JoinTheFightAgainstCommunism URL
208,0,0,Art ArtistsOnTwitter Soul GoodBusiness Entrepreneur Success Excellence WomanInBusiness MindBlowing Quotestoliveby “Be gentle with yourself . You are a child of the universe no less than the trees and the stars; you       have a right to be here .” by Max Ehrmann URL
209,0,0,"ICYMI: Welcome Anna Grey Barbour to our Womens Volleyball Team ! Anna is a 2018 Terry Sanford High School graduate . She is studying dental hygiene at our college . Were proud to make you a Trojan, Anna . Good luck this season ! BlackNGold Trojans 🏐🖤💛 URL"
210,0,1,BiggBossTamil BiggBossTamil2 BiggBoss2Tamil intha Aishwarya va kuda manichirlam ana intha Yashika 😡😡 The biggest reason for every fight in BB house . Yet our foolish people support her just because she is doing Tasks . URL
211,0,0,TOTALLYBLOGGING - Want to know how to keep your focus when you are blogging ? Its easier said than done at the start so take a look at what you can do to stop quitting ! URL ukbloggers fbloggers bbloggers lbloggers URL
212,1,1,@USER @USER has stated that any talk of Zionist involvement in 9/11 is metaphysical masturbation because he is a disinformation agent taking advantage of people of lesser intellect . He should be ashamed of himself but hes not because hes Zionel
