,label,predicted_label,content
105,0,0,ημινα αγαη μοιαζει με γάιδαο . 27 ειαι οι 17 . ανε ιι GNTMgr
106,1,0,@USER Χαζηνικολάο ξεγε . έλει η οανα να κεί και η αά δεν ην αήνει .
107,1,1,άλι η ολεη α κανάλια γαμ ην οάνα μο και ο λέ εγ ο ηίζ δεξιά με ιάθηκα α
108,0,0,"Σγνμη γιαί κάζεε μνο η άθα; ε ο Φη μιλάει, οε η άια αο γνίζον gynaikaxwrisonoma"
109,0,0,@USER ιαι ε καλ δμο !  ελίδε για ένα ! αλημέα !
110,0,0,@USER νή βονο εν η εημ είαι ε κληξ Respect ε
111,0,0,"@USER  ην αία θήνα έ ήμεα, ε μο ε έει εκλεγεί α ον λο ο ιο .  ο κΥνοβολεικ ημα θα ο αοεομε και η κνη ο θα εξανεμιεί . α είαι ίγοο ι ην α η κίη κανένα κομμακλο δε θα οάξει α ήθια ο ..."
112,0,1,α ην ανε ην κοολια με α κεαα και θα ο γινει ο αιδοίο κκινο gntmgr
113,0,0,survivorGR κιακο ειαι ολο κ αινεαι
114,0,0,ο ο αο ην εει δει ξεξη ημεα gntmgr
115,0,0,"@USER ι καλε .Χαακηιε μονο αιο γκομενακι μια γναικα .Φαναζομαι ει θελει να μιλον κ για η μανα ο,ην αδεή ο ή η γναίκα ο"
116,0,0,"TheVoiceGR ,ι να ναι η κοελιά . μα ήον καλή και ο ήθελε ολ θα έμαινε κάο για μοικέ οδέ . νί αο ήγε για βεονηιοκομο αλλά δολεει α διδια (ο οοίο ο είε με κάοια ααξίη)"
117,0,1,@USER αγμαικα οο ιοενιο αακηα ειαι;
118,1,0,ή καιναα ίλιαν κε αά α εινικά λια γιαί θα ε ειλάβει η άια GynaikaXwrisOnoma
119,0,1,ιαε α και δε α ι ηλιθιε να ηεμηον α γλκα .μο ! gntmgr
120,0,1,GNTMgr ι είναι άια μο αν κάνομε μαλακια ο αίζομε κινέζοι αο δεν έομε α μαλάκια να ομε ην αλήθεια
121,0,1,"Ρία,μιά αά κοέλα είαι !αλη,αγνίια κ ιλική με λο !α ενά καλά κ μην ακο ο αναίλε εδ μέα ! survivorgr"
122,0,0,"έι  ο έβλεε ο κμα η _ξειλε έλεγε ι λίη, δίλα α ο ογδανο, ι λίη, να ι λίη, οι ""ίε"" ενιζελο"
123,0,0,"οι δεν μήκαε ο ZMAKDOME WORLD INVASION άαε ον ιο έαο κλο ο έει αήει ε λληνικ pro-wrestling ring . αι με α εννο ι ήαν εοί οι ξένοι γιαί μα ήαν δο ζνε .  εννο με α . ε α, α εννο ."
124,0,0,εει η ΥΤΡ ο masterchefgr ! ιμαι νικηια ! αλα δεν ηα ον ιλο-ο εαθλο-α ημαα-η ημη-η δοξα ............α νεα μο α αια μο κι ενα αξι να γ !! ι οι;MasterChefGR_Xeftiles Survivorgr giatiparea topwino PowerOfLovegr !
125,0,0,@USER ο κολλάει α ; ίε ι η αλάκα ην διάλεξε και ο εξήγηα  οι άοι ην έβαλαν ο με ο .  και οι μαοι ην αείνα . οεί αλά να ααδεεί ο λάθο ο !
126,0,0,"ίζ να ιε  κονει ην ελληνική γλα για ην οοή, δεν μοεί να είναι ο κο shoppingstar"
127,0,0,"-λι μο έειλε μνμ η κομάα, βγαίνει ήμεα νβ με νέο αμε . -οη είναι . -ο ο ξέει ε; ον ξέει; -Τελικ CL βγαίνει ανεβο; ην ίγγει δναά ην γαβάα ο λέ . ChampionsLeagueFinal TOTLIV"
128,0,1,@USER  ολη ο έει γαμμένο .έλει ο γε-μεανάε κ ο μεαέει ην ενδοα οι γιαί ο αγάηε βέβαια !οικονομικέ ζνε μίζει η θεη με μιθο είνα δο ο αγαημένο ο .ΡΧΤ  ΤΥ
129,1,1,"αίν, 24ονοι ανομικοί αναβοβήνον 11 νια, άι, κεα ην ίγινα, αίε, μια εξιά να άνει α αλεθένα για θμαα να εει μάε μα και ιοκελίει δολοονίε, ογκομ, εξαθλίη, άνζα, ακελάκια, ηεία . Τι ηίαε μαλακε; Τμβο ηίαε"
130,0,0,kokkinopotami  βε ιγένεια
131,0,0,λλη;  γιαί είαι αγμαικά για αλιάε ! gynaikaxwrisonoma
132,1,1,@USER εικοδομηικ θέλει; αμέ: άλα και γαμήο ολάκι με ι ααιέ ο α μοιάζει η γα η κομονδοο .
133,1,0," ήει αλκολ και ααγοεμένν οιν ο ίδιο και ο α με ι κέει εν μαλο κολλημένο ε μια αίεη οανα ο λοι λαέαμε λοι κακιά ιγμή εεήκαμε κ άνομε να βομε ην ηεμία .,η αή ,.η α ξδια"
134,1,1,"@USER  ναι ,δημια άξη η ακμα καλεα,,,,εθνική άμνα ︸� ζήομε μεγάλε ιγμέ,, δ,με ο μαλακέ ο έον ο ίδιο δικαίμα ήο με μα"
135,0,0,Aο ο ολοι αο μικοι θελον να γινον αγοδιε-ηθοοιοι-μονελα ....και εον αειο με αιδικε οο με μοικα ογανα-μικονα-εμμαα κλ ! ι οο ! TheVoiceGR
136,0,0,Σαν ξλαγγοο εααει με α εδιλα ....shoppingstar
137,0,0,@USER  αγμαικοηα έει ι οι γναίκε  κ οι άνε κάνον εξ εειδή ο εαιιοναι ιθαναα ι αν ο κάνον με εένα αλλά αή είναι μια άλλη κοβένα
138,0,0,Τολμα να εει αοh γεονοκοη αανα για ι μηεε ο μεγαλνον μονε α αιδια ο αν ο ειεεε να βγαινον εξ η οι γιαι δεν α καλεα ο διλανο ο  ειναι ο αεα ο Σαββαοκιακοeutixeite καμο ! mesimeri_skai toprwino shoppingstar
139,0,1,ίλο μαλακίζεαι αν ον αά kokkinopotami
140,0,0,ν  μεαξ θε διάβαζα ένα άθο ο έλεγε  ο οο ειία ν αννμν αλκοολικν είναι 5-10%. εν είναι λε οι μέθοδοι για λο . erwtasmeta
141,1,1,ι μαλακίε είναι αέ GNTMgr
142,0,0,@USER αλημεα ..ε εαι για α καλα ο λογια ..ανα καλα με α αγαημενα ο οα και ανα με γεια και αα να ειαι ..
143,0,0,Ρεγγίνα και α μένα poweroflovegr
144,0,0,αζειε ολινια ! Σημεα έει μαγικά ! GNTMgr
145,0,0,ηλαδή άμα έβαλε ε έοινα ήμεα α ον Τελικ ι θα βάλει θα μα ελάνει θεηα XFactorGR
146,0,0,γ ην ηλή αική ην ξέ α αλιά . αθμααν ο διλαν θανίο GNTMgr
147,0,1,@USER λα ε είαι εβολικ . κ κάοια α α εειδια η 8η ήαν αβηγμένα α α μαλλιά αλλά ο ελεαίο εειδιο με άηε αγ .
148,0,0," ιο κεδιμένο αε ήαν ο άκο ο ι ένε με ο αμγελο, και ι μνο, μέι ' αιά gntmgr"
149,1,0,"μαναιδο : ""ολο α"" Gntmgr"
150,1,0,"ή νέ,με γκινηε ! AgriesMelisses"
151,0,0,Ρε κοίια ένα καλακι ... ίμα α αοια gntmgr
152,0,0,δε εει ιληει οε οδιε δε καθεαι να γλει κανεναν ο μιλ μονο δημοιογαο γλειει καλε για βγει ΤΣΣ ε οιο οανιο και οξοοο bill_xeftla poweroflovegr
153,0,0,Τι είε ο ίαμα ο ιάκο άλι ! εεε ε ι ηγέ ε οικογενειάη κ ααήει ο αιδί ο ! ια να ε βλέον να αίζει άβλι SurvivorGr
154,1,0,@USER Ψοα
155,0,0,ο διοξείδιο και να βάλει ο ιάνιο Το μεγαλείο ο λεκο Τιανίο δεν ο κεδίζει με ίοα masterchefgr_xeftiles MasterChefGR
156,0,0,"Υάει ο ανίθεο ο starstruck; ηλαδή η ιγμή ο νειδηοοιεί  είαι δημοιλή ; ήγα να δ εξεάει για ECDL και αλικάι ην οδοή με άει «είαι ο νανίνο α ο @USER ;» αι, λίγο κάλα αλλά νομίζ ο διαειίηκα μια αά"
157,0,0,"@USER  αδικείαι ε ίλε και να κάνει δικ ο αο-κομμα,θα α καλά !ν άν ήξεε ι μβολίζει ο μαιανδο δεν θα εοε αέ ι μαοε,οε κάε ην νολα είμενε α'αο ο καέεαν ην λλάδα να γίνον εκείνοι ο θα ην ον .. _ξειλε"
158,1,0,@USER βήκε γκμενα . ο ομε άγμα έκανε . και μάλλον μεικοί/μεικέ ολήθηκαν  ολιάδε 'αίδια ο ιάνο για να κάνον κομάνο
159,0,0,"α ο λάκιε ο ενιζελο, λογικά θα καεβεί ο βελολο ι εκλογέ _ξειλε #"
160,0,0, εζο ξνά έει έει ολ αμηλά PowerofLoveGR
161,0,0,"@USER ειαι οβαη; ηιαν ον ια για να αλλαξει ην ελλαδα και εει καανηει ΥΤΡ Σ κανει ακιβ α ιδια ο ο αοκ ο 1980-2000 ο καεεε ην ελλαδα, αοοηε ολο ο αοημενο αοκο και ον δικαιολογει; δεν εεε ΤΤ ο καινοιο ην λλαδα !"
162,0,0,άια οιο ε μεγαλε ; ι ανιληει ειναι αε ! gntmgr
163,0,1,"οάδε ο νομίζον ι είναι κάι και βίζον μάνε, έομε και α αά α κοίδια . άνε α ε κακομοίη ."
164,0,0,οάηκε λέει ....γεάμαα θα είναι GNTMgr
165,1,0,για ον οο λαο για ον οο κομμαοκλα να α λεμε κι αα
166,0,0,ννα για 2η οά ε οιο οάνιο και ξο  αία gntmgr
167,0,0,κλαικ αία άνα η θα ο ίνει ο εξοαλικ- εξιικ αίιο και άνα θα έει δολειά για ο άλλο ...  να κάνει κάι ακ8μα δεν έει κέδο δεν άει είη ....
168,0,0,"@USER νιαηκα κ  ολιαα  οι οι μαοι δεν  εδαν λιγε κααμελε κ λιγη οκολαα ακιβ    ΥΡ (αν κ αο οι διαβαζ εδ, μαλλον δεν εγινε ει κ ο εδαν ελικα) αν ηαν οι αοι θ μ αινοαν αολα ιολογικο ! οα ειναι αο κ  ακια δεμενα"
169,1,1,@USER Σε κάοια νια θα μαλνεε ε ανάι η Σγγο και θα ο ει άνε μη γιαγια μο θε και αμάξι
170,0,0,"αία αν μονέλο δεν μο αέει, αλλά ιλενάδα κοβενα και αάκα ! gntm GNTMgr"
171,0,0,"@USER άθε νέα ο νια, να είναι καλεη α ην οηγομενη, με ιο ολλή γεία και ιο ολλή αά ην ζή ο ... α α εκαοήει και να είαι άνα γεή ! Χνια ο ολλά !"
172,0,0,"@USER , καλα ναι . Το εία εειδή ο ομη ιο κά α λια ειε ""αν Σ μο ..."", αικά νομιζα ι κάο ε ανέεαν . α είε ολ γέλιο"
173,1,1,ην αμαά να είαι ο εα ο . έβαια αν είαι μαλακα καλεα να μην είαι ο εα ο
174,0,0,ν ι 2 ε ο αιζαν ειμααν κααμεδεμενοι με ην θεη ιεεε ι η 1 α α θα κααλάβομε ίοα; erwtasmeta
175,0,0,@USER ιιιιι και  να είαι καλααα
176,0,0,ημηιάδο γνάιο ε η αλλοίη ηαιδο !: οιο δεν οέει βοήθεια ε γε δεν είναι οε λληνα οε Χιιαν ! Ωαίο ο λογοαίγνιο με ο γε αλλά μάλλν δεν γνίζει ον οιμ ο γα !
177,0,0,@USER ν κβη έομε ο ίδιο αοέλεμα ο θέμα θα λήξει .  δημοκαία και η δικαιονη θα λάμον
178,1,0," ξειλα ε ολο η ο μεγαλειο !γλε η 13 ο ον καανε α  αιδια να μη γει κ αο κ αανιον αο οο γη ! ειλα ομαδα,οιανο λαο ενα ειναι ο ααναθηναικο"
179,0,0,@USER  ε 48 να είαι μέα
180,0,0,Σγγνμη ξέαα . ίαι ξει . ι δεν είαι . ίαι διαοεικ . ι ξει . Τολάιον με ην έννοια ο ιεει .
181,1,1,ε ελοαιδο αά γεμάο είαι καλά; Τα άια ο α ήε ο καάλαβα έει διάθεη για μαλακίε .  άια κάνει ην δολειά ο βε μαλακιμενο ε κάνει ην δολειά ο αν λληνα ο ο αέον και α αία ονμαα; εί βάλαε ην αλακα ον άο μα .ιμα ιο
182,0,0,"@USER ίαι δνα ε, θα α κααέει να ξαναηκθεί ! α είναι εαικά και γήγοα !"
183,0,0, αή η κηική οοά α ! TheVoiceGR
184,0,0,@USER ιεικ Σ Υ Σ
185,1,0,@USER Το οζει ο είναι αιοα και αοί αλά !ιο ξείλε εθαίνει !
186,0,0, ννα αια ξεκινηε αο ηο κοιακι ε θεαα ο εκαζει ολο ο οιε ! gntmgr
187,1,1,@USER Τάβα γαμηο ε ίαμα ο θα ιάει ο μα ο ον ινεζη
188,0,0,@USER θα είαι ο είκενο εεεε ! ι ενάξει ε 3-4 οηάκι ο ολ . ξη αααα και αγη αονα
189,0,0, Σοζάνα α gntmgr
190,0,1, κάνονε ογάηη για ην εαλίεη ε; η κονο θα κομον δλδ ανίδια και μκολο οια άει; gntmgr
191,0,0, ημινα ην αλεει; ενικα; gntmgr
192,0,0,@USER  ο είαι βε;
193,1,0,@USER Σο διάολο θα άε λοι α νομα
