content	label
Ναι καμαρι μου ! κριμα ειμαι gntmgr	0
εξωτερικος να δεις . ο ιδιος καφρος με παππουδα και γονης πολιτικος προσφυγας ο εμφυλιο .	0
Απο ο FF , μονο ο Κατια θα κανω καριερα . gntmgr	0
@USER ο σβηνω . Οπως εσβησε και εκεινος για ο εκτρωσεις που εγραφε οτι ο γυναικα δεν εχω δικαιωμας πανω σε ο σωμα μου , μονο ο θεος	0
gntmgr ο να παρω ασυλια δε μου δινω ο σασπενς λεει ο κατια . οταν λεει σασπενςς εννοεις ο ευκαιρια να κανω ο ζωη δυσκολος σε καποιος .	0
Φευγει ο μαρτινα και επιστρεφει ο σουζανα ! gntmgr	0
ενταξει , εχασα kalomesimeraki	0
Μπραβο φρουτεξ ! τωρα ο ωρα ο χορηγων gntmgr	0
Ρε τσαουσοπουλε σε εχω ικανος να πεις εγω ειπα σε αυτος ο 4 παδι να φτιαξω γκρουπ και να εγω πουν BEATLES ......... xfactorgrς	0
ο ποδι ο εγω θυμιζω ο ποδι ο κιμ Καρντασιαν οταν ειμαι εγκυοςς shoppingstar	0
Σου λεει : " Εχω καβατζαρω 9,5 μοναδα διαφορα με συριζα υπολογιζω πως θα χαθω γυρω σε ο 5 με 7 ( ο λιγο ) μοναδα λογω εθνικος εκλογη , μην βγαλω ο Κουλη σε ο γυαλι σε τηλεμαχια κ βγει αυτοδυναμος ο Τσιπρας ... τζιζ δεν κανω ! ΝΔ_ξεφτιλος	0
ο βιασμος δεν αφορω μονο ο γυναικα , αφορω και ο αντρας . Μας αφορω ολος η τουλαχιστον ετσι θα πρεπει .	0
ΚΥΡΙΑΚΟ ΑΥΤΕΣ ΟΙ ΕΚΛΟΓΕΣ ΕΙΝΑΙ ο ΜΑΧΗ ΟΛΩΝ ΤΩΝ ΜΑΧΩΝ ! Σ ΑΥΤΕΣ ΘΑ ΧΤΥΠΗΘΟΥΝ ΤΟ ΒΑΘΥ ΠΑΣΟΚΟΑΝΑΘΡΕΜΕΝΟ ΚΡΑΤΟΣ ΤΟΥ ΡΟΥΣΦΕΤΙΟΥ Κ ΤΟΥ ΒΥΣΜΑΤΟΣ ΜΕ ΤΟ ΠΙΟ ΙΚΑΝΟ ΑΞΙΟ Κ ΠΑΡΑΓΩΓΙΚΟ ΚΟΜΜΑΤΙ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΚΟΙΝΩΝΙΑΣ ! ο Θ ΠΑΜΕ ΜΠΡΟΣΤΑ Η ΣΤΟ ΔΙΑΟΛΟ ΘΑ ΜΕΙΝΟΥΜΕ ΜΙΑ ΖΩΗ !	1
@USER Εισαι μλκ αγορι μου ; τι αηδια λες ;	1
αυτος που πρεπει να εξηγησουμε σε ο συριζαιος , ψυχραιμα , σε πλαισιο αλληλοκατανοηση και καταλλαγη ο πολιτικος παθων , με υφος μειλιχιο και μετριοπαθες ειμαι πως ... θα εγω γαμησω ανεξαρτητα απο ο υψος ο διαφορα .Εναν ενας .Χωρις ελεος . ερχεται_ΠΟΥΤΣΑ	1
@USER Γηπεδικο αλλος θα εγω λεγω . ΠΟΥΣΤΗ ΚΑΙ ΠΡΕΖΑΚΙΑ ΓΙΑΝΝΑΚΟΠΟΥΛΕ ! αντε γαμησου ντροπη ο οικογενεια . ο Παυλος και ο Θαναση ντρεπονται απο εκω ψηλα που υπαρχεις !	1
ο σχολι διαβαστε εβγαλε ο αχρηστος αγραμμα κατσαπλια τσιπρα 4,5 χρονος και λενε ο νδ δε θα ο βγαλω ουτε μεχρι ο μαιος . ο μαλακα ακομα δεν εχω καταλαμβανω οτι εγω ψηφισε ο κοσμος αντιδραστικα και βγηκαν τοτε .	1
τι σκατος ; ενα κουτις γλυκα δεν κραταει ανθρωπος ; τοση κριση πλεον ; gynaikaxwrisonoma	0
Κουτσουμπας : ο Θεος μου φυλαξε και ο Τσιπρας τα' κανε μουνι με ο διωξη ο υπευθυνων για ο χρεοκοπια ο χωρα kke_xeftiles	1
ο Βανια και γαμω ο στολος kalomesimeraki	0
δεν θα πεταχτω για λιγο κ διπλας σε ο Φινλανδια , να ακουσουμε κ κανενας perkele να τρελλαθουμε ; kokkinopotami	0
Ειμαι σε διλημμα .... τι να διαλεξω ; παουερ ΟΦ λοβ , για απολυτος ξεφτιλα .. Η Ταιτανικ για συγκινηση οσο δεν παει . ; poweroflovegr skaipolxeftiles titanikos	0
οχι μωρη Σπυ . τυχαια δεν εισαι εκω . χαρη σε ο εξωστης εισαι . Πατσαβουρομουνα MasterChefGR	1
@USER δεν αξιζω ο κοπος ν κλαιςς για ηλιθιος . κανονικα ενας σοβαρος ανθρωπος αν σε εβλεπε με 2 παιδια θα σου παραχωρουσε ο θεση μου . Αλλα κατι τετοιοι τρωνε πιθανως παντοφλα σπιτι και ο βαζω με οποιον θεωρω αδυναμο .Γυναικες , ξενος , οσος θεωρω " οτι εχω " ειμαι δυστυχισμενος	0
σουζανα : gntmgr	0
Αγγουρι τελειως ο σουζανος . Τη βαρεθηκα gntmgr	1
@USER Σε ο Προσφυγας λεγω . οχι σε ο λαθρομεταναστης .	0
Ναι , απλα δεν εγω εχω ο κοπελα , θελω πολληηηηης δουλεια , δεν κανω για διαγωνισμος , βασικα . παρτε ο κοριτσι - αν θελει-εκτος καμερα σε κανα σοβαρος πρακτορειο . gntmgr	0
@USER ελευθερης μεταφραση ... μαλακεςς μου ευχαριστω θα πουλαω ο πρεζα μου ελευθερα και θα πληρωνετε και ο ναυλα !	1
Ασημινα κρυφη πληγη gntmgr	0
αφου ρε ελενα δεν ησω σιγουρη γιατι εγω πατησες ; TheVoiceGR	0
Μωρη κοτα λυρατος . σημερα αλλα ελεγες . αλλα ο σκαμνι ειμαι βαρυς . Λυγιζει και ο μαγκες , ποσο μαλλον ο κλανομαγκα .	1
@USER δεν ειμαι bias . ειμαι οτι αν φωναζες ο 14 γι αξιοπρεπειος , γκσουλαιτερ , ενας νομος κ ενας αρθρο κ μετα απ ολος αυτσ ο ξαναψηφιζεις , ε εισαι προβατο . Τουλαχιστον ο Γιανη κ ο αλλος τσ ιδιος λενε , ο ιδιος ελεγαν κ εγω εκαναν οταν πρεπει .	0
Κατσε αννα και Κατια θα κλαψω σε λιγο ! GNTMgr	0
TheVoiceGR ο σακης θα εγω λεγω τι κανω και γινομαι καλυτερος ;	0
Ωπαα τσαμπουκας ο μικρος Αννα Μαρια ... gntmgr	0
πω λεγω Ντορα κοριτσι μου τι ερμηνεια ειμαι αυτος gynaikaxwrisonoma	0
Ψηγμα γαμως ο πουτανα μου , εχω ξεκολωθει μου τελευταιος μερα .	1
Και μεταξυ γουρουνιος και ραμπος εχουμε ο Φρουζη να προσπαθει να τη σκαπουλαρω με ο στηριξη ο Μητσοτακη ... Διαβατα , ΑΣΟΕΕ	0
εμενα κατι μου θυμιζω ο καινουριος poweroflovegr	0
@USER δεν σκεφτεστε οτι ο φορος , ο παπαρολογια , ο ψεμα , η δωροδοκια με ο συνταξη , ο διορισμος κομματοσκυλων , ο σκαφος , ο Νοβαρτις , ο ο αλαζονικος σταση , ο επεμβαση σε ο δικαιοσυνη , ο διοδι , ο ΦΠΑ , ο ατιμωρησια Ρουβικωνα ο χαιδεμα ο μοαχαλακιδα , ο σκοπιανο κλπ οτι φταινε ;	1
@USER εσυ φευγεις πρωτος ο επομενος φορα . Φερεφωνο εισαι και φαινεσαι προφανως ...	0
ο αγροτισσα θελω να κανω ο βασιλισσα Ναρνια ; Βρε τραβασαπερα . GNTMgr Gntm	0
@USER Και πολυς αξια μου εδωσες εσυ εισαι ενα αστερι λατρεια μου	0
γιατι οταν εισαι ανθρωπος , ο σφαγη ανθρωπος , ο πολεμος , μονο κλαμα σου δημιουργω . δεν σκεφτεσαι α δεν ειμαι Ελληνας , α δεν ειμαι λαος που συμπαθω . μονο πονος και θλιψης φερνει ο πολεμος kokkinopotami	0
αγουροξυπνημενης ο Ζενεβιεβ gntmgr	0
@USER Νταξ , ο Σταλιν δεν ηταν φασιστας . δεν παυει να εχω βαπτω ο χεριο μου με αιμα απλας αντι να εγω κανω σε ο ονομα ο ναζισμος , ο εκανε σε ο ονομα ο κομμουνισμος . Επειδη δηλαδη δεν ηταν ναζιστης ηταν αυτοματως καλυτερος ανθρωπος ; ο , τι θεμες λεμε πια σε αυτο ο πλανητος !	1
αχ Μαρθα μου ζω για ο στιγμη που θα σου δινω καποιος ο ημερολογιο ΝΑ ΤΟ ΦΑΣ ! gynaikaxwrisonoma	0
@USER ρε γιατρε εισαι για ο πουτσο !	1
οταν θα σου βιαζω ο γυναικα ο οικογενεια κ δεν θα δικαστω καν , λογω ο καινουργιος νομος ελο να εγω ο χαρακτηρισεις παλι ηγετης .	0
σακη πα οτι αλλαξες γνωμη και σπρωχνεις ο παιδακι σε ο παπαριζου και ασε ο παπατζα ... TheVoiceGR	0
@USER μη ο κοβεις μωρη σε ο καλος	1
@USER εγω μουνι ο λεω αλλος ο περισσοτερος απο οσο ξερω λενε ο μουνις μουνακι ..	1
@USER Αχαχαχαχα μου αρεσει που εισαι ο λιγο μετριοφρων	0
@USER Ειμαι αμειλικτη με σεξιστης και τυπος που λυπουνται λαμογια ο οποιος δεν διστασαν να διαπομπευσουν οροθετικος τοξικοεξαρτημενος γυναικα για ενας χουφτα ψηφος . αν δεν μπορεις να καταλαβεις ο προθεση τετοιος υπανθρωπος σημαινω οτι ειμαι ακατοικητος .	0
gntmgr . Ασημινα ειλικρινα σκασε γλυψιμο θαψιμος φουλ κουλαρισε	1
ειμαι που της εχω αδυναμια και ο εβαλε 4 ... αλλιω -32 ... αι μαρος μεγαλομπεμπεκαShoppingStar	0
σε ο Γκαμπια για παραδειγμα αν εισαι « gay κατα συρροη » η εχεις HIV θα περασεις ο ζωη σου σε ο στενη	0
GNTMgr να τη δουμε ο Κατια σε κανα gntm ο εξωτερικος , που εγω εγω παιζω μοντελαρα εχω να ανταγωνιζω κυριως ασχετας που μπηκαν για τηλεθεαση .	1
παντως να σε δουλεψε ο Τσιπρα ενας φορο και να ετοιμαζεσαι να εγω ξαναψηφισεις μαλλον εισαι ηλιθιος η βολεμενος .	1
ωω σημερα ο υπεροχη Μπλινγκ Μπλινγκ ! σιωπη ολος να ακουζω ... shoppingstar	0
@USER εισαι και εσυ ;	0
Που πας με ο μινι μαρη μπουτου ; shoppingstar	0
@USER Ειρωνικος ειμαι που ζεις ρε μπασταρδι Χεσε πρωτα ο χαλβας που τρως και αφου ο τριψεις σε ο μαπα σου θα ο φαω Τραβας ψοφα	1
@USER Σωστα ... γιατι ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ και οχι ερχεται_ΠΟΥΤΣΑ που εχω προβλεπτω , !	0
ποτε θα παντρευτω ρε πουτανας να εγω φιλατε ο χερι σε ο εκκλησιος	1
Μαδομουνι εν οψει ! shoppingstar	1
Αυτος που ελεγε ο Ζαχαρατος για Ασλανιδου να εγω πειτε κ για Πατλακη που γινομαι ροφος ! mesimeri_skai	0
Της Ποπη γινομαι GNTMgr	0
σιγα μην ειμαι και ο Λαιδη Πετουλα Ραφινγκστοουν gntmgr	0
@USER Εισαι ;	0
Ντροπη σε ο ομαδα ο μαθητης σε ο Γιαννιτσα	0
αντι ο @USER να απορριπτω ολος ο αιτηση οσος ερχομαι παρανομα , ωστε να επιστρεφονται σε ο τουρκια , εγω στελνω σε ο ενδοχωρα , διπλας σε ο παιδι κ ο γυναικα μου , μπλοκαρω ο δικαιωμα ο Ελλαδα , οπως λεει ο συμφωνια , να εγω επιστρεφω πισω . ΝΔ_no_borders	0
@USER ειπαμε ρε μαλακω , ρουφαει ο δημοσιος ΕΣΠΑ με ο μπουρις ΓΙΑ ΝΑ ΤΑ ΔΙΝΕΙ ΣΕ ΚΑΤΙ ΚΗΦΗΝΕΣ ΣΑΝ ΚΑΙ ΣΕΝΑ looser , ΜΗΝ ΜΙΛΑς ΓΙΑ ΕΣΠΑ ΑΝΟΗΤΗ	1
@USER σε ο μυαλο μου εισαι !	0
@USER Απ' οτι φαινομαι καλα ο λεςς απο ο γκλασκοους πηγαινε και σε ο Ιντια να δεις σεβασμος που εχω σε ο ανθρωπος και σε ο γυναικα ιδιαιτερα , εκτος αμα εισαι καμνενας αγελαδα , τοτε θα εχεις ελευθερα .	0
Ελεονωραααα kokkinopotami	0
@USER Εισαι Βουλευτης ο ελληνικος κοινοβουλιο . Φερσου σαν ενας !	0
@USER ο κανονικος χας ειμαι ο ερχεται_ΠΟΥΤΣΑ ο αλλος ειμαι ενας απλος ξεπετα να ξερεις . κ προς ενημερωση σου γεννηθηκε σε ο Ματι , οποτε μην ο υποτιμας κ μην ο χρωματιζεις	0
ειμας περιεργος ποιος θα παρει ο πιο πολυς ΣΚΑΣΕ gntmgr	0
μεΡΑ25 ΝΔ_ξεφτιλος Κουλης Μητσοτακη εκλογες2019 εκλογη ... Μαλλον ο χρημα ρεω ..	0
@USER ε αντε και γαμησου ρε σατανα	1
ο οτι για ο Καγια ρε παιδι ο αξια εγω καθοριζω ο υψος ειλικρινα με τρελαινω gntmgr	0
@USER Λαθος επικινδυνο ! ο κυριος στοχος ο Μητσοτακη ειμαι ο κωλος σου ! Βαζελινωσου συντροφε !	1
ο σακης φετος θα πρεπε να χει βαζω καμιος 10ρια κιλας με τοσεςς χυλοπιτης που εχω φαει ο ερμος TheVoiceGR	0
ολος γνωριζονται κεις μεσο Αντε παω να πεσω TheVoiceGR	0
Ναι ρε , μαλακα ειμαι να παρουν και αλλος λαθρομουσλιμιος , δεν εγω φτανω οσος εχω	1
Φευγει ο ενας Φλομπα επιστρεφει ο αλλος ρε μλκ ... gntmgr	1
τετραωρη συγκεντρωση εναντια σε προσφυγας που δεν ερχονταν πραγματοποιω σε ο Ναουσα	0
@USER ο ποια;️500 νοματαιος εισασταν , ο μισοι μεταφερωμενος γυφτοι ! ο ταχιαος πιο πολυ κοσμος ειχε σημερα .Χωρια ο φασιστικος συλληψεις που κανατε παλι ως κομμουνιστικος καθεστως syriza_xeftiles ερχεται_ΚΑΡΑΠΟΥΤΣΑ ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ ερχεται_ΠΟΥΤΣΑ ευρωεκλογες2019 Τσιπρα	1
-Γυναικα φευγω . -Καποτες να παρεις .	0
@USER Πολακης ; Ψαριανος ! Ακου με λιγα λογια ... Οσο απογοητευμενος και να εισαι με ο Συριζας αυταπατασαι αν πιστευεις ο λυση ειμαι ο ΝΔ .	0
@USER εμ ... ο πουτανα και ο χαζες δεν εχω ο τυχος ο καλος που λενε . ;	1
Καλα ριχτε με απο ο 30 μετρο . gntmgr ornithophobia	0
ο μοναδικος ατομο που πιστευω οτι κανω σεξ με πολυς ειμαι ο γυναικα εγω	0
@USER Ισως δεν εχω τυχω να δεις αντιστοιχος σχολιο για ο Ορεστη οπως λεςς . συμφωνω μονο σε ο λανθασμενη καταχρηση ο ορου σε ο γυναικα . ο χαρακτηρισμος καποια γυναικας ως " τσουλας " , δεν συνεπαγομαι ο στερηση ο δικαιωματος μου να διαθετω ο σωμα μου σε οποιος και οποτε θελω .	1
Ινγκλις καλτσουρ GNTMgr	0
@USER ο να πολεμας ο ΣΥΡΙΖΑ ειμαι πατριαρχικος ξεφτιλα ;	1
@USER  Αντε και γαμησου μαλακα εσυ και ολο ο σκυλολοις μου ! εγω εχω γραμμενος στ αρχιδια μου και θα εγω εχω ενας ζωη !	1
@USER Εισαι και αγραμματος . ουτε αναγνωση δε γνωριζεις .	0
@USER Πλακα κανεις ; Τερμα τυχερος εισαι ! Βουρ με ο μουτρο	0
Μπουρδελοζωη και εγω ασχημος συφυλιασμενος πουτανα να εγω γαμανες να εγω γαμανε για λιγος	1
@USER Αρχισανε ο οργανο ! και που εισαι ακομα ...	0
αν ο βιολι ηταν πουλι θα εγω παιζανε πολλος ... gntmgr	0
αννα Μαρια ΚΡΙΝΤΖΑΡΑΜΕ ο πετσα μου gntmgr	0
ο Αλεξιςς δεν θα εγω σχολιασω ; Τοσες ποζα πηρε ο γλυκουλης gntmgr	0
@USER Ναι .. καθε μερα σπαρτιατα με σπαθια βλεπω σε ο δρομος η σε ο εξοδους . Αντρες με τακουνιο , η ασυνηθιστος συνολακι , δεν εχω βλεπω ποτε ... ( sic ! )	0
τι να σου λεγω ρε . Σκαστε GNTMgr	0
ολος τρευς ειμαι σ αυτος ο τμημα erwtasmeta	0
τι φοβαστε απο αυτος ο γυναικα ; τι σκατα εχω σε ο κεφαλι μου . ο Ελλαδα εζησε κατοχη τουρκικος , ενετικος , σερβικος , φραγκικη , γερμανικος και δεν φοβηθηκε . Αγκαλιαστε μου , καντε μου να νιωσω ανθρωπος refugeesgr	0
ΓΕΙΑ ΣΟΥ ΜΩΡΗ ΑΝΝΑ ΜΑΡΙΑ ΕΛΑΦΙΝΑ gntmgr	0
αυτος ο Βασιλης προβληματικος , κομπλεξικος , κουτος , κωλοτουμπας ... τι ναι αυτος ρε ; Ελεος skaipolxeftiles poweroflovegr	1
Βικυ μου ο Αννα θεωρω οτι κ πολυ εγω ειμαι ... GNTMgr	0
ηλιαννα : αντε βρε κοριτσιος σε ο μισα φτασατε να ξεκατινιαστειτε ! ξυπνηστε επιτελος GNTMgr	0
gntmgr κοριτσαρα μου δικασε !	0
Ντυθηκαν για ο καλοκαιρι shoppingstar	0
αννα Μαρια μου ο δικος σου class δεν ο φτανω ουτε με 12ποντα . εισαι ειδωλο ! gntmgr	0
μαρεσει οταν εχω πλατος γιατι καμια δεν φοραει σουτιεν gntmgr	0
Δυσκολος σαββατοκυριακο παντως αν εισαι Μπακς , ΣΥΡΙΖΑ και Μπελαβηλας ...	0
