content	label
@USER Εγω ευχομαι να χεις δικιο ομως πολλες κινησεις του Μητσοτακη δε μαρεσαν ειδικα στο κομματι της εθνικης θωρακισης που χρειαζεται η χωρα οσον αφορα τους μεταναστες κ την υποχωριτικοτητα . Πιστευω ομως σε αλλα προσωπα της ΝΔ . Το κακο ειναι πως δεν υπαρχει αλλος χρονος η Ελλαδα σβηνει	0
η κατια πεθανε απο τη ζηλεια της κατια antis unite gntmgr	0
Ξεκινα τωρα τρισκαταρατη καθαριστρια να στελνεις βιογραφικα σε συνεργεια καθαρισμου η ξεκινα τις πιπες ....Καρεκλα αλλη δεν προκειται να ξανα δεις .Στο διαολο και ακομα παραπερα	1
Φετος ειναι σιγουρα η χρονια των γυναικων . Αυτο το κοριτσι με το πεισμα και το παθος του εχει δειξει πολλα . Και αν φετος νικησει γυναικα θα χαρω πολυ να εισαι εσυ DimitraVamvakousi survivorgr	0
Αφωνος ο Νικος Μουτσινας με την Μαρια Ηλιακη ! «Αμα δεν το βαφτισω θα σας καψω ζωντανους» kalomesimeraki μουτσινας	0
@USER Ευχαριστω πολυ Κατερινα μου για τα καλα σου λογια ! Να εισαι καλα !	0
@USER Για το Ανταρσυα το Λαε, ειναι οτι για το κκε το Ανταρσυα . Δεν ειναι αρκετα κοκκινο . Ειδικα ο Λαφαζανης που περασε απο Τσιπρα ειναι μολυσμενος . Δεν τους κατηγορω, σου ειπα προτιμω να εχεις ιδεολογια κι ας χασεις ψηφοφορους απ'το να εισαι Ψαριανος και Οικονομου .	0
Εγω παντως δε θα στεναχωριομουν αν χωριζα καποιον με κιτρινο λουλουδατο πουκαμισο ..poweroflovegr	0
Εν τω μεταξυ εχω αρχισει να βαριεμαι τρελλα .. gntmgr	0
Τα γαλλικα, ηταν η γλωσσα της Αριστοκρατιας τοτε kokkinopotami	0
-που θελεις να τελειωσω ; -οπου θελεις εσυ . Δηλαδη ρε μαλακα μια ξεκαθαρη απαντηση δεν θα παρουμε ποτε . Τι θελεις να φαμε, οτι θες εσυ . Που θες να παμε, οπου θες εσυ . Α και ΓΑΜΗΣΟΥ , οπου θες εσυ .	1
Τα γαλλικα της ειναι αναμεσα σε Τζου απο φιλαρακια και Βλαχοπουλου στην Παριζιανα TheVoiceGR	0
ΚΑΛΗΜΕΡΑ ηρθε_και_ηταν_μεγαλη συριζα_τελος ΣΥΡΙΖΑ_ξεφτιλες	0
Η Αντζελα @USER δεν θα ναι guest στο σχημα στη Θεσσαλονικη . Θα ναι κανονικα με Χολιδη, Γιαννια και Ειρηνη Παπαδοπουλου . Το ειπε χθες στο kalomesimeraki . kalytera	0
Τοσο πολυ συμπαθουν την κεισι gntmgr	0
@USER Ελα Ταναση, μυαλαρα, τους ξεγελασες ολους ρε ιδιοφυια τρελη, το παιζεις φιλευτερος, τρομαρα σου . Μολις ειδες το χρημα απο Ε .Ε . για τους εισαγωμενους, ουτε τα προσχηματα δεν μπορεσες να κρατησεις . Σε καλη μερια Ταναση, καλοφαγωτα, και να παν στο διαολο απαντες οι υπολοιποι !	1
Μπλα, ουμφ ... Μονο στα Αγγλικα η Καγια λεει κανονικες λεξεις και προτασεις ! GNTMgr	0
Τελικα Ναι η Κατερινα ειναι πιο χαζη και απο αγκιναρα poweroflovegr	1
Δεν εχω δει περισσοτερες γυναικες σε εταιρια μηχανικων . ‍️	0
Αυτο που εχει γινει θεμα για ενα αβοκαντο; Να μιλουσαμε για προφιτερολ, να το καταλαβω .. gntmgr	0
Ναι γεια σας, το εχετε αυτο σε ακριβο; GNTMgr	0
@USER Εισαι μουντι δλδ	0
Τεσσερις απο αυτες δεν επρεπε να τις ντυσουν γοργονες, επρεπε να τις ντυσουν σμερνες GntmGr	1
@USER Πριν γινουν μαυροι ασπροι ηταν ηδη στις ιδιες ομαδες κ ειχαν κοντινες σχεσεις .Δεν γνωριζονται πρωτη φορα .Ομορφη κινηση ομαδικα θα ηταν να προσφερουν κ οι ασπροι σε μαυρους οταν εκεινοι πειναγαν εναμιση μηνα . Δεν γινεται να μην εχεις κανει το ιδιο οταν μπορουσες κ να το θες τωρα .	0
Γιατι δεν ειναι για μοντελο ! Γι’αυτο κερα Βικυ ! gntmgr	0
Στο συμβολαιο που υπεγραψαν μαλλον θα ειχε ως ορο να ερθουν το πολυ δευτεροι, οχι εσυ μωρη καμπια οι υπολοιποι MasterChefGR_Xeftiles	1
Για να εχω ενα γαματο σαββατοβραδο τρωω κορν φλειξ και βλεπω ταινια . Βγειτε μαλακες για ποτα εσεις .	1
@USER Αυτος εισαι ΟΛΟ ΗΘΟΣ ......	0
@USER Εισαι πολυ μπροστα !	0
Χεσε μας ρε Μουτσινα που δεν ειχες καταλαβει οτι η Πεννυ στα Μαυρα Μεσανυχτα ηταν η Γιουλικα Σκαφιδα ! kalomesimeraki	1
Το 2014 ο ΣΥΡΙΖΑ πηρε 26%, και μετα απο 4 χρονια διακυβερνησης επεσε μονο 2 μοναδες . Καμια τιμωρια σε Τσιπρα , αυτα ειναι δημοσιογραφικες αρλουμπες, αν ισχυε θα'χαμε ανοδο κ αλλων μικρων κομματων . Ο κοσμος θελει ΝΔΠΑΣΟΚ πισω, ηταν θετικη ψηφος σε στυλ 'μας λειψατε'. Ξεφτιλα .	0
Νομιζω πως αυτη με το φορεμα νικησε ... Για να δουμε ομως !shoppingstar	0
Δεν διορθωνεται ο μαλακας ο Ελληνας . Εβγαλε ενα ατομο για περιφεριαρχη, τον Πατουλη, το απολυτο τιποτα που υποτιθεται ειναι ιατρος αλλα δε ξερει την τυφλα του και ειναι απλα επικινδυνος . περιφερειακες_εκλογες εκλογες2019 μαζι_καλα_να_τα_παθετε	1
Η Μαρια, η ασχημη, η δηθεν αστεια, η τσομπανα κραζει ρε φιλε 24/7 την Κατια την υπερθεαρα . Θα μας πλακωσουν τα ουρανια και τοξα αυτου του κοσμου . gntmgr gntm gntm2	1
@USER Να μην αδειασει ρε φιλε αυτη τη φορα . Και εγω αδεια αρχιζω στις 6 αλλα κανονισα διακοπες απο 7 απογευμα για να προλαβω . Οποιος ειναι τοσο μαλακας που προτιμα να μη χαλασει τις διακοπες του απο το να ψηφισει, ας μη γκρινιαζει μετα αν του περιορισουν σταδιακα τις διακοπες του	1
Σας γλενταει η Δαλακα . Βολτα παει και πολυ γουσταρω . Δεν υπαρχεις ρε ! Ολο το survivorgr εσυ εισαι ρε παικτουρα Δαλακα	0
ΟΛΑ ΚΑΛΑ Κ ΩΡΑΙΑ Αλιμονο XFactorGR	0
Αν ειναι να γινες σαν τον Ζαχαρωφ Μιλτο γαμα το δεσε μια πετρα στον λαιμο και πεσε στον Βοσπορο kokkinopotami	1
@USER Πατρις-θρησκεια-οικογενεια, στελνεις τη γυναικα gia shopping therapy και χτιζεις το αφορολογητο με τη μια - προκατ λεμε !	0
@USER Σκασε μαλακισμενο	1
Απο τοτε που ειπε "σε ψηφιζω επειδη μπαινεις πρωτος στην βαρκα" kalytera	0
Και μετα θα πανε οι αλλες και θα πιασουν την ακρη των μπαλονιων με τα χερια τους; Μπιαξξ GNTMgr	0
Πηγαινε κανε κανενα vlog μωρη πατσαβουρα που θελετε κ Μυκονο GNTMgr	1
@USER Για δεσιμο εισαι γενικα ...	0
Η Μαριτινα δαγκωθηκε και ξεχασε να παρει αντιδοτο η εχιδνα gntmgr	1
Ναι καμαρι μου ! Κριμα ειναι gntmgr	0
Εξωτερικο να δεις . Οι ιδιοι καφροι με παππουδες και γονεις πολιτικους προσφυγες του εμφυλιου .	0
Απο τις FF , μονο η Κατια θα κανει καριερα . gntmgr	0
@USER Τα σβηνει . Οπως εσβησε και εκεινα για τις εκτρωσεις που εγραφε οτι η γυναικα δεν εχει δικαιωμα πανω στο σωμα της, μονο ο θεος	0
gntmgr Το να παρω ασυλια δε μου δινει το σασπενς λεει η Κατια . Οταν λεει σασπενς εννοει την ευκαιρια να κανει τη ζωη δυσκολη σε καποιες .	0
Φευγει η Μαρτινα και επιστρεφει η Σουζανα ! gntmgr	0
Ενταξει, εχασα kalomesimeraki	0
Μπραβο φρουτεξ ! Τωρα η ωρα των χορηγων gntmgr	0
Ρε τσαουσοπουλε σε εχω ικανο να πεις Εγω ειπα σ'αυτα τα 4 παδια να φτιαξουν γκρουπ και να το πουν BEATLES ......... xfactorgr	0
Τα ποδια της μου θυμιζουν τα ποδια της Κιμ Καρντασιαν οταν ηταν εγκυος shoppingstar	0
Σου λεει: "Εχουμε καβατζαρει 9,5 μοναδες διαφορα με Συριζα υπολογιζουμε πως θα χαθουν γυρω στις 5 με 7 (το λιγοτερο) μοναδες λογω εθνικων εκλογων, μη βγαλουμε τον Κουλη στο γυαλι σε τηλεμαχια κ βγει αυτοδυναμος ο Τσιπρας ... τζιζ δεν κανει ! ΝΔ_ξεφτιλες	0
Οι βιασμοι δεν αφορουν μονο τις γυναικες, αφορουν και τους αντρες . Μας αφορουν ολους η τουλαχιστον ετσι θα επρεπε .	0
ΚΥΡΙΑΚΟ ΑΥΤΕΣ ΟΙ ΕΚΛΟΓΕΣ ΕΙΝΑΙ Η ΜΑΧΗ ΟΛΩΝ ΤΩΝ ΜΑΧΩΝ !Σ ΑΥΤΕΣ ΘΑ ΧΤΥΠΗΘΟΥΝ ΤΟ ΒΑΘΥ ΠΑΣΟΚΟΑΝΑΘΡΕΜΕΝΟ ΚΡΑΤΟΣ ΤΟΥ ΡΟΥΣΦΕΤΙΟΥ Κ ΤΟΥ ΒΥΣΜΑΤΟΣ ΜΕ ΤΟ ΠΙΟ ΙΚΑΝΟ ΑΞΙΟ Κ ΠΑΡΑΓΩΓΙΚΟ ΚΟΜΜΑΤΙ ΤΗΣ ΕΛΛΗΝΙΚΗΣ ΚΟΙΝΩΝΙΑΣ !Η Θ ΠΑΜΕ ΜΠΡΟΣΤΑ Η ΣΤΟ ΔΙΑΟΛΟ ΘΑ ΜΕΙΝΟΥΜΕ ΜΙΑ ΖΩΗ !	1
@USER Εισαι μλκ αγορι μου; Τι αηδιες λες;	1
Αυτο που πρεπει να εξηγησουμε στους συριζαιους,ψυχραιμα, σε πλαισιο αλληλοκατανοησης και καταλλαγης των πολιτικων παθων,με υφος μειλιχιο και μετριοπαθες ειναι πως ... θα τους γαμησουμε ανεξαρτητα απο το υψος της διαφορας .Εναν εναν .Χωρις ελεος . ερχεται_ΠΟΥΤΣΑ	1
@USER Γηπεδικο αλλα θα το πω . ΠΟΥΣΤΗ ΚΑΙ ΠΡΕΖΑΚΙΑ ΓΙΑΝΝΑΚΟΠΟΥΛΕ ! Αντε γαμησου ντροπη της οικογενειας . Ο Παυλος και ο Θανασης ντρεπονται απο εκει ψηλα που υπαρχεις !	1
τα σχολια διαβαστε εβγαλε ο αχρηστος αγραμματος κατσαπλιας τσιπρας 4,5 χρονια και λενε η νδ δε θα τη βγαλει ουτε μεχρι τον μαιο . οι μαλακες ακομα δεν εχουν καταλαβει οτι τους ψηφισε ο κοσμος αντιδραστικα και βγηκαν τοτε .	1
Τι σκατα; ενα κουτι γλυκα δεν κραταει ανθρωπος; τοση κριση πλεον; gynaikaxwrisonoma	0
Κουτσουμπας: Ο Θεος μας φυλαξε και ο Τσιπρας τα' κανε μουνι με τη διωξη των υπευθυνων για τη χρεοκοπια της χωρας kke_xeftiles	1
Η Βανια και γαμω τις στολες kalomesimeraki	0
Δεν θα πεταχτει για λιγο κ διπλα στην Φινλανδια,να ακουσουμε κ κανενα perkele να τρελλαθουμε; kokkinopotami	0
Ειμαι σε διλημμα .... τι να διαλεξω ; Παουερ ΟΦ λοβ, για απολυτη ξεφτιλα .. Η Ταιτανικ για συγκινηση οσο δεν παει .; poweroflovegr skaipolxeftiles titanikos	0
Οχι μωρη Σπυ . Τυχαια δεν εισαι εκει . Χαρη στον εξωστη εισαι . Πατσαβουρομουνα MasterChefGR	1
@USER Δεν αξιζει τον κοπο ν κλαις για ηλιθιους . Κανονικα ενας σοβαρος ανθρωπος αν σε εβλεπε με 2 παιδια θα σου παραχωρουσε τη θεση του . Αλλα κατι τετοιοι τρωνε πιθανως παντοφλα σπιτι και τα βαζουν με οποιον θεωρουν αδυναμο .Γυναικες, ξενους, οσους θεωρουν "οτι εχουν" Ειναι δυστυχισμενοι	0
Σουζανα: gntmgr	0
Αγγουρι τελειως η σουζανα . Τη βαρεθηκα gntmgr	1
@USER Στους Προσφυγες ειπε . Οχι στους λαθρομεταναστες .	0
Ναι, απλα δεν το εχει η κοπελα, θελει πολληηηηη δουλεια, δεν κανει για διαγωνισμο, βασικα . Παρτε το κοριτσι- αν θελει-εκτος καμερας σε κανα σοβαρο πρακτορειο . gntmgr	0
@USER Ελευθερη μεταφραση ...μαλακες σας ευχαριστω θα πουλαω την πρεζα μου ελευθερα και θα πληρωνετε και τα ναυλα !	1
Ασημινα κρυφη πληγη gntmgr	0
Αφου ρε Ελενα δεν ησουν σιγουρη γιατι το πατησες; TheVoiceGR	0
Μωρη κοτα λυρατη . Σημερα αλλα ελεγες . Αλλα το σκαμνι ειναι βαρυ . Λυγιζει και τους μαγκες, ποσο μαλλον τους κλανομαγκες .	1
@USER Δεν ειναι bias . Ειναι οτι αν φωναζες το 14 γι αξιοπρεπειες, γκσουλαιτερ, ενα νομο κ ενα αρθρο κ μετα απ ολα αυτσ τον ξαναψηφιζεις, ε εισαι προβατο . Τουλαχιστον ο Γιανη κ οι αλλοι τσ ιδια λενε, τα ιδια ελεγαν κ την εκαναν οταν επρεπε .	0
Κατσε Αννα και Κατια θα κλαψετε σε λιγο ! GNTMgr	0
TheVoiceGR ο Σακης θα μας πει τι κανει και γινεται καλυτερος;	0
Ωπα τσαμπουκας η μικρη Αννα Μαρια ...gntmgr	0
Πω πω Ντορα κοριτσι μου τι ερμηνεια ηταν αυτη gynaikaxwrisonoma	0
Ψηγμα γαμω την πουτανα μου,εχω ξεκολωθει της τελευταιες μερες .	1
Και μεταξυ γουρουνιων και ραμπο εχουμε τον Φρουζη να προσπαθει να τη σκαπουλαρει με τη στηριξη του Μητσοτακη ...Διαβατα, ΑΣΟΕΕ	0
Εμενα κατι μου θυμιζει ο καινουριος poweroflovegr	0
@USER Δεν σκεφτεστε οτι οι φοροι,οι παπαρολογια, τα ψεματα, η δωροδοκια με τις συνταξεις,οι διορισμοι κομματοσκυλων,τα σκαφη,η Νοβαρτις,η η αλαζονικη σταση,η επεμβαση στη δικαιοσυνη,τα διοδια,ο ΦΠΑ,η ατιμωρησια Ρουβικωνα το χαιδεμα των μοαχαλακιδων, το Σκοπιανο κλπ οτι φταινε;	1
@USER Εσυ φευγεις πρωτος την επομενη φορα . Φερεφωνο εισαι και φαινεσαι προφανως ...	0
Η αγροτισσα θελει να κανει τη βασιλισσα Ναρνια; Βρε τραβασαπερα . GNTMgr Gntm	0
@USER Και πολυ αξια του εδωσες εσυ εισαι ενα αστερι λατρεια μου	0
Γιατι οταν εισαι ανθρωπος, η σφαγη ανθρωπων,ο πολεμος, μονο κλαμα σου δημιουργει . Δεν σκεφτεσαι α δεν ειναι Ελληνας, α δεν ειναι λαος που συμπαθω . Μονο πονο και θλιψη φερνει ο πολεμος kokkinopotami	0
Αγουροξυπνημενη η Ζενεβιεβ gntmgr	0
@USER Νταξ, ο Σταλιν δεν ηταν φασιστας . Δεν παυει να εχει βαψει τα χερια του με αιμα απλα αντι να το κανει στο ονομα του ναζισμου, το εκανε στο ονομα του κομμουνισμου . Επειδη δηλαδη δεν ηταν ναζιστης ηταν αυτοματως καλυτερος ανθρωπος; Ο, τι θεμε λεμε πια σ' αυτο τον πλανητη !	1
Αχ Μαρθα μου ζω για τη στιγμη που θα σου δωσει καποιος το ημερολογιο ΝΑ ΤΟ ΦΑΣ !gynaikaxwrisonoma	0
@USER ρε γιατρε εισαι για τον πουτσο !	1
Οταν θα σου βιασουν τις γυναικες της οικογενειας κ δεν θα δικαστουν καν, λογω του καινουργιου νομου ελα να μας τον χαρακτηρισεις παλι ηγετη .	0
Σακη πες οτι αλλαξες γνωμη και σπρωχνεις το παιδακι στη Παπαριζου και ασε τις παπατζες ... TheVoiceGR	0
@USER Μη τα κοβεις μωρη στο καλο	1
@USER εγω μουνι το λεω αλλα οι περισσοτεροι απ'οσο ξερω λενε το μουνι μουνακι ..	1
@USER Αχαχαχαχα μου αρεσει που εισαι το λιγοτερο μετριοφρων	0
@USER Ειμαι αμειλικτη με σεξιστες και τυπους που λυπουνται λαμογια τα οποια δεν διστασαν να διαπομπευσουν οροθετικες τοξικοεξαρτημενες γυναικες για μια χουφτα ψηφους . Αν δεν μπορεις να καταλαβεις τις προθεσεις τετοιων υπανθρωπων σημαινει οτι ειναι ακατοικητο .	0
gntmgr . Ασημινα ειλικρινα σκασε γλυψιμο θαψιμο φουλ κουλαρισε	1
Ειναι που της εχει αδυναμια και της εβαλε 4 ... αλλιως -32 ... αι μαρη μεγαλομπεμπεκαShoppingStar	0
Στην Γκαμπια για παραδειγμα αν εισαι «gay κατα συρροη» η εχεις HIV θα περασεις τη ζωη σου στη στενη	0
GNTMgr να τη δουμε την Κατια σε κανα gntm του εξωτερικου, που μας το παιζει μοντελαρα εχοντας να ανταγωνιστει κυριως ασχετες που μπηκαν για τηλεθεαση .	1
Παντως να σε δουλεψε ο Τσιπρας μια φορα και να ετοιμαζεσαι να τον ξαναψηφισεις μαλλον εισαι ηλιθιος η βολεμενος .	1
Ωω σημερα η υπεροχη Μπλινγκ Μπλινγκ ! Σιωπη ολοι να ακουσουμε ... shoppingstar	0
@USER εισαι και εσυ;	0
Που πας με το μινι μαρη μπουτου; shoppingstar	0
@USER Ειρωνικο ειναι που ζεις ρε μπασταρδι Χεσε πρωτα τον χαλβα που τρως και αφου τον τριψεις στην μαπα σου θα τον φαω Τραβα ψοφα	1
@USER Σωστα ... Γιατι ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ και οχι ερχεται_ΠΟΥΤΣΑ που εχουν προβλεψει,!	0
Ποτε θα παντρευτουμε ρε πουτανες να μου φιλατε το χερι στην εκκλησια	1
Μαδομουνι εν οψει ! shoppingstar	1
Αυτα που ελεγε ο Ζαχαρατος για Ασλανιδου να τα πειτε κ για Πατλακη που εγινε ροφος ! mesimeri_skai	0
Της Ποπης γινεται GNTMgr	0
σιγα μην ειναι και η Λαιδη Πετουλα Ραφινγκστοουν gntmgr	0
@USER Εισαι;	0
Ντροπη στην ομαδα των μαθητων στα Γιαννιτσα	0
Αντι ο @USER να απορριπτει ολες τις αιτησεις οσων ερχονται παρανομα, ωστε να επιστρεφονται στην τουρκια, τους στελνει στην ενδοχωρα, διπλα στα παιδια κ τις γυναικες μας, μπλοκαροντας το δικαιωμα της Ελλαδας, οπως λεει η συμφωνια, να τους επιστρεφει πισω . ΝΔ_no_borders	0
@USER ειπαμε ρε μαλακω,ρουφαει το δημοσιο ΕΣΠΑ με το μπουρι ΓΙΑ ΝΑ ΤΑ ΔΙΝΕΙ ΣΕ ΚΑΤΙ ΚΗΦΗΝΕΣ ΣΑΝ ΚΑΙ ΣΕΝΑ looser,ΜΗΝ ΜΙΛΑς ΓΙΑ ΕΣΠΑ ΑΝΟΗΤΗ	1
@USER Στο μυαλο μου εισαι !	0
@USER Απ'οτι φαινεται καλα τα λες απο το γκλασκοου πηγαινε και στο Ιντια να δεις σεβασμο που εχουν στον ανθρωπο και στη γυναικα ιδιαιτερα ,εκτος αμα εισαι καμμια αγελαδα ,τοτε θα εχεις ελευθερας .	0
Ελεονωραααα kokkinopotami	0
@USER Εισαι Βουλευτης του ελληνικου κοινοβουλιου . Φερσου σαν ενας !	0
@USER Το κανονικο χας ειναι το ερχεται_ΠΟΥΤΣΑ το αλλο ειναι μια απλη ξεπετα να ξερεις . Κ προς ενημερωση σου γεννηθηκε στο Ματι,οποτε μην το υποτιμας κ μην το χρωματιζεις	0
Ειμαι περιεργη ποια θα παρει τα πιο πολλα ΣΚΑΣΕ gntmgr	0
ΜεΡΑ25 ΝΔ_ξεφτιλες Κουλης Μητσοτακης εκλογες2019 εκλογες ... Μαλλον το χρημα ρεει ..	0
@USER Ε αντε και γαμησου ρε σατανα	1
Το οτι για την Καγια ρε παιδια την αξια την καθοριζει το υψος ειλικρινα με τρελαινει gntmgr	0
@USER Λαθος επικινδυνο ! Ο κυριος στοχος του Μητσοτακη ειναι ο κωλος σου !Βαζελινωσου συντροφε !	1
Ο Σακης φετος θα πρεπε να χει βαλει καμια 10ρια κιλα με τοσες χυλοπιτες που εχει φαει ο ερμος TheVoiceGR	0
Ολοι γνωριζονται κει μεσα Αντε παω να πεσω TheVoiceGR	0
Ναι ρε, μαλακες ειναι να παρουν και αλλα λαθρομουσλιμια, δεν τους φτανουν οσα εχουν	1
Φευγει η μια Φλομπα επιστρεφει η αλλη ρε μλκ ... gntmgr	1
Τετραωρη συγκεντρωση εναντια σε προσφυγες που δεν ερχονταν πραγματοποιηθηκε στη Ναουσα	0
@USER την ποια;️500 νοματαιοι εισασταν,οι μισοι μεταφερωμενοι γυφτοι !Ο Ταχιαος πιο πολυ κοσμο ειχε σημερα .Χωρια τις φασιστικες συλληψεις που κανατε παλι ως κομμουνιστικο καθεστως syriza_xeftiles ερχεται_ΚΑΡΑΠΟΥΤΣΑ ερχεται_ΒΟΙΔΟΠΟΥΤΣΑ ερχεται_ΠΟΥΤΣΑ ευρωεκλογες2019 Τσιπρα	1
-Γυναικα φευγω . -Καποτες να παρεις .	0
@USER Πολακης; Ψαριανος ! Ακου με λιγα λογια ... Οσο απογοητευμενος και να εισαι με τον Συριζα αυταπατασαι αν πιστευεις η λυση ειναι η ΝΔ .	0
@USER Εμ ...οι πουτανες και οι χαζες δεν εχουν τις τυχες τις καλες που λενε .;	1
Καλυτερα ριχτε με απο τα 30 μετρα . gntmgr ornithophobia	0
Το μοναδικο ατομο που πιστευει οτι κανω σεξ με πολλες ειναι η γυναικα μου	0
@USER Ισως δεν εχει τυχει να δεις αντιστοιχο σχολιο για τον Ορεστη οπως λες . Συμφωνω μονο στην λανθασμενη καταχρηση του ορου στις γυναικες . Ο χαρακτηρισμος καποιας γυναικας ως "τσουλας", δεν συνεπαγεται τη στερηση του δικαιωματος της να διαθετει το σωμα της σε οποιον και οποτε θελει .	1
Ινγκλις καλτσουρ GNTMgr	0
@USER Το να πολεμας τον ΣΥΡΙΖΑ ειναι πατριαρχικη ξεφτιλα;	1
@USER  Αντε και γαμησου μαλακα εσυ κι ολο το σκυλολοι σας ! Σας εχουμε γραμμενους στ αρχιδια μας και θα σας εχουμε μια ζωη !	1
@USER Εισαι και αγραμματος . Ουτε αναγνωση δε γνωριζεις .	0
@USER Πλακα κανεις; Τερμα τυχερος εισαι ! Βουρ με τα μουτρα	0
Μπουρδελοζωη και εμεις ασχημες συφυλιασμενες πουτανες να μας γαμανε να μας γαμανε για λιγα	1
@USER Αρχισανε τα οργανα ! και που εισαι ακομη ...	0
Αν το βιολι ηταν πουλι θα το παιζανε πολλοι ... gntmgr	0
Αννα Μαρια ΚΡΙΝΤΖΑΡΑΜΕ την πετσα μας gntmgr	0
Τον Αλεξις δεν θα τον σχολιασουν; Τοσες ποζες πηρε ο γλυκουλης gntmgr	0
@USER Ναι .. Καθε μερα σπαρτιατες με σπαθια βλεπουμε στο δρομο η στις εξοδους . Αντρες με τακουνια, η ασυνηθιστα συνολακια, δεν εχουμε δει ποτε ... (sic !)	0
Τι να σου πει ρε . Σκαστε GNTMgr	0
Ολοι τρελοι ειναι σ αυτο το τμημα erwtasmeta	0
Τι φοβαστε απο αυτη τη γυναικα; Τι σκατα εχετε στο κεφαλι σας . Η Ελλαδα εζησε κατοχη τουρκικη, ενετικη, σερβικη, φραγκικη,γερμανικη και δεν φοβηθηκε . Αγκαλιαστε τους,καντε τους να νιωσουν ανθρωποι refugeesgr	0
ΓΕΙΑ ΣΟΥ ΜΩΡΗ ΑΝΝΑ ΜΑΡΙΑ ΕΛΑΦΙΝΑ gntmgr	0
Αυτος ο Βασιλης προβληματικος, κομπλεξικος ,κουτος,κωλοτουμπας ... τι ναι αυτος ρε ; Ελεος skaipolxeftiles poweroflovegr	1
Βικυ μου η Αννα θεωρει οτι κ πολυ σας ειναι ... GNTMgr	0
ηλιαννα: αντε βρε κοριτσια στα μισα φτασατε να ξεκατινιαστειτε ! ξυπνηστε επιτελους GNTMgr	0
gntmgr κοριτσαρα μου δικασε !	0
Ντυθηκαν για το καλοκαιρι shoppingstar	0
Αννα Μαρια μου το δικο σου class δεν το φτανουν ουτε με 12ποντα . Εισαι ειδωλο ! gntmgr	0
Μαρεσει οταν εχουν πλατο γιατι καμια δεν φοραει σουτιεν gntmgr	0
Δυσκολο σαββατοκυριακο παντως αν εισαι Μπακς, ΣΥΡΙΖΑ και Μπελαβηλας ...	0
Πηγε να παρει μεζεδακι ο Μουζου ο γραφικος . Αν ηταν κανας μαντραχαλος θα του μιλαγε στο πληθυντικο ... TheVoiceGR	0
poweroflovegr skaipolxeftiles ...Δεν εχει power of love .... ευτυχως, ειδα καπου την Μεντι-ζενεσσα .... το δικο μας προσωπο ... και την εβλεπα ...την ξαναεβλεπα ...την ξαναεβλεπα ... και εκει καταλαβα οτι μονο οταν στερεισαι κατι, καταλαβαινεις την αξια του ..	0
