content	label
@USER Prin ginoun mauroi asproi etan ede stis idies omades k eikhan kontines skheseis .Den gnorizontai prote phora .Omorphe kinese omadika tha etan na prospheroun k oi asproi se maurous otan ekeinoi peinagan enamise mena . Den ginetai na men ekheis kanei to idio otan mporouses k na to thes tora .	0
Giati den einai gia montelo ! Gi'auto kera Biku ! gntmgr	0
Sto sumbolaio pou upegrapsan mallon tha eikhe os oro na erthoun to polu deuteroi, okhi esu more kampia oi upoloipoi MasterChefGR_Xeftiles	1
Gia na ekho ena gamato sabbatobrado troo korn phleix kai blepo tainia . Bgeite malakes gia pota eseis .	1
@USER Autos eisai OLO EThOS ......	0
@USER Eisai polu mprosta !	0
Khese mas re Moutsina pou den eikhes katalabei oti e Pennu sta Maura Mesanukhta etan e Gioulika Skaphida ! kalomesimeraki	1
To 2014 o SURIZA pere 26%, kai meta apo 4 khronia diakuberneses epese mono 2 monades . Kamia timoria se Tsipra , auta einai demosiographikes arloumpes, an iskhue tha'khame anodo k allon mikron kommaton . O kosmos thelei NDPASOK piso, etan thetike psephos se stul 'mas leipsate'. Ksephtila .	0
Nomizo pos aute me to phorema nikese ... Gia na doume omos !shoppingstar	0
Den diorthonetai o malakas o Ellenas . Ebgale ena atomo gia peripheriarkhe, ton Patoule, to apoluto tipota pou upotithetai einai iatros alla de xerei ten tuphla tou kai einai apla epikindunos . periphereiakes_ekloges ekloges2019 mazi_kala_na_ta_pathete	1
E Maria, e askheme, e dethen asteia, e tsompana krazei re phile 24/7 ten Katia ten upertheara . Tha mas plakosoun ta ourania kai toxa autou tou kosmou . gntmgr gntm gntm2	1
@USER Na men adeiasei re phile aute te phora . Kai ego adeia arkhizo stis 6 alla kanonisa diakopes apo 7 apogeuma gia na prolabo . Opoios einai toso malakas pou protima na me khalasei tis diakopes tou apo to na psephisei, as me gkriniazei meta an tou periorisoun stadiaka tis diakopes tou	1
Sas glentaei e Dalaka . Bolta paei kai polu goustaro . Den uparkheis re ! Olo to survivorgr esu eisai re paiktoura Dalaka	0
OLA KALA K ORAIA Alimono XFactorGR	0
An einai na gines san ton Zakharoph Milto gama to dese mia petra ston laimo kai pese ston Bosporo kokkinopotami	1
@USER Patris-threskeia-oikogeneia, stelneis te gunaika gia shopping therapy kai khtizeis to aphorologeto me te mia - prokat leme !	0
@USER Skase malakismeno	1
Apo tote pou eipe "se psephizo epeide mpaineis protos sten barka" kalytera	0
Kai meta tha pane oi alles kai tha piasoun ten akre ton mpalonion me ta kheria tous; Mpiaxx GNTMgr	0
Pegaine kane kanena vlog more patsaboura pou thelete k Mukono GNTMgr	1
@USER Gia desimo eisai genika ...	0
E Maritina dagkotheke kai xekhase na parei antidoto e ekhidna gntmgr	1
Nai kamari mou ! Krima einai gntmgr	0
Exoteriko na deis . Oi idioi kaphroi me pappoudes kai goneis politikous prosphuges tou emphuliou .	0
Apo tis FF , mono e Katia tha kanei kariera . gntmgr	0
@USER Ta sbenei . Opos esbese kai ekeina gia tis ektroseis pou egraphe oti e gunaika den ekhei dikaioma pano sto soma tes, mono o theos	0
gntmgr To na paro asulia de mou dinei to saspens leei e Katia . Otan leei saspens ennoei ten eukairia na kanei te zoe duskole se kapoies .	0
Pheugei e Martina kai epistrephei e Souzana ! gntmgr	0
Entaxei, ekhasa kalomesimeraki	0
Mprabo phroutex ! Tora e ora ton khoregon gntmgr	0
Re tsaousopoule se ekho ikano na peis Ego eipa s'auta ta 4 padia na phtiaxoun gkroup kai na to poun BEATLES ......... xfactorgr	0
Ta podia tes mou thumizoun ta podia tes Kim Karntasian otan etan egkuos shoppingstar	0
Sou leei: "Ekhoume kabatzarei 9,5 monades diaphora me Suriza upologizoume pos tha khathoun guro stis 5 me 7 (to ligotero) monades logo ethnikon eklogon, me bgaloume ton Koule sto guali se telemakhia k bgei autodunamos o Tsipras ... tziz den kanei ! ND_xephtiles	0
Oi biasmoi den aphoroun mono tis gunaikes, aphoroun kai tous antres . Mas aphoroun olous e toulakhiston etsi tha eprepe .	0
KURIAKO AUTES OI EKLOGES EINAI E MAKhE OLON TON MAKhON !S AUTES ThA KhTUPEThOUN TO BAThU PASOKOANAThREMENO KRATOS TOU ROUSPhETIOU K TOU BUSMATOS ME TO PIO IKANO AKsIO K PARAGOGIKO KOMMATI TES ELLENIKES KOINONIAS !E Th PAME MPROSTA E STO DIAOLO ThA MEINOUME MIA ZOE !	1
@USER Eisai mlk agori mou; Ti aedies les;	1
Auto pou prepei na exegesoume stous surizaious,psukhraima, se plaisio allelokatanoeses kai katallages ton politikon pathon,me uphos meilikhio kai metriopathes einai pos ... tha tous gamesoume anexarteta apo to upsos tes diaphoras .Enan enan .Khoris eleos . erkhetai_POUTSA	1
@USER Gepediko alla tha to po . POUSTE KAI PREZAKIA GIANNAKOPOULE ! Ante gamesou ntrope tes oikogeneias . O Paulos kai o Thanases ntrepontai apo ekei psela pou uparkheis !	1
ta skholia diabaste ebgale o akhrestos agrammatos katsaplias tsipras 4,5 khronia kai lene e nd de tha te bgalei oute mekhri ton maio . oi malakes akoma den ekhoun katalabei oti tous psephise o kosmos antidrastika kai bgekan tote .	1
Ti skata; ena kouti gluka den krataei anthropos; tose krise pleon; gynaikaxwrisonoma	0
Koutsoumpas: O Theos mas phulaxe kai o Tsipras ta' kane mouni me te dioxe ton upeuthunon gia te khreokopia tes khoras kke_xeftiles	1
E Bania kai gamo tis stoles kalomesimeraki	0
Den tha petakhtei gia ligo k dipla sten Phinlandia,na akousoume k kanena perkele na trellathoume; kokkinopotami	0
Eimai se dilemma .... ti na dialexo ; Paouer OPh lob, gia apolute xephtila .. E Taitanik gia sugkinese oso den paei .; poweroflovegr skaipolxeftiles titanikos	0
Okhi more Spu . Tukhaia den eisai ekei . Khare ston exoste eisai . Patsabouromouna MasterChefGR	1
@USER Den axizei ton kopo n klais gia elithious . Kanonika enas sobaros anthropos an se eblepe me 2 paidia tha sou parakhorouse te these tou . Alla kati tetoioi trone pithanos pantophla spiti kai ta bazoun me opoion theoroun adunamo .Gunaikes, xenous, osous theoroun "oti ekhoun" Einai dustukhismenoi	0
Souzana: gntmgr	0
Aggouri teleios e souzana . Te baretheka gntmgr	1
@USER Stous Prosphuges eipe . Okhi stous lathrometanastes .	0
Nai, apla den to ekhei e kopela, thelei polleeeee douleia, den kanei gia diagonismo, basika . Parte to koritsi- an thelei-ektos kameras se kana sobaro praktoreio . gntmgr	0
@USER Eleuthere metaphrase ...malakes sas eukharisto tha poulao ten preza mou eleuthera kai tha pleronete kai ta naula !	1
Asemina kruphe plege gntmgr	0
Aphou re Elena den esoun sigoure giati to pateses; TheVoiceGR	0
More kota lurate . Semera alla eleges . Alla to skamni einai baru . Lugizei kai tous magkes, poso mallon tous klanomagkes .	1
@USER Den einai bias . Einai oti an phonazes to 14 gi axioprepeies, gksoulaiter, ena nomo k ena arthro k meta ap ola auts ton xanapsephizeis, e eisai probato . Toulakhiston o Giane k oi alloi ts idia lene, ta idia elegan k ten ekanan otan eprepe .	0
Katse Anna kai Katia tha klapsete se ligo ! GNTMgr	0
TheVoiceGR o Sakes tha mas pei ti kanei kai ginetai kaluteros;	0
Opa tsampoukas e mikre Anna Maria ...gntmgr	0
Po po Ntora koritsi mou ti ermeneia etan aute gynaikaxwrisonoma	0
Psegma gamo ten poutana mou,ekho xekolothei tes teleutaies meres .	1
Kai metaxu gourounion kai rampo ekhoume ton Phrouze na prospathei na te skapoularei me te sterixe tou Metsotake ...Diabata, ASOEE	0
Emena kati mou thumizei o kainourios poweroflovegr	0
@USER Den skephteste oti oi phoroi,oi paparologia, ta psemata, e dorodokia me tis suntaxeis,oi diorismoi kommatoskulon,ta skaphe,e Nobartis,e e alazonike stase,e epembase ste dikaiosune,ta diodia,o PhPA,e atimoresia Roubikona to khaidema ton moakhalakidon, to Skopiano klp oti phtaine;	1
@USER Esu pheugeis protos ten epomene phora . Pherephono eisai kai phainesai prophanos ...	0
E agrotissa thelei na kanei te basilissa Narnia; Bre trabasapera . GNTMgr Gntm	0
@USER Kai polu axia tou edoses esu eisai ena asteri latreia mou	0
Giati otan eisai anthropos, e sphage anthropon,o polemos, mono klama sou demiourgei . Den skephtesai a den einai Ellenas, a den einai laos pou sumpatho . Mono pono kai thlipse phernei o polemos kokkinopotami	0
Agouroxupnemene e Zenebieb gntmgr	0
@USER Ntax, o Stalin den etan phasistas . Den pauei na ekhei bapsei ta kheria tou me aima apla anti na to kanei sto onoma tou nazismou, to ekane sto onoma tou kommounismou . Epeide delade den etan nazistes etan automatos kaluteros anthropos; O, ti theme leme pia s' auto ton planete !	1
Akh Martha mou zo gia te stigme pou tha sou dosei kapoios to emerologio NA TO PhAS !gynaikaxwrisonoma	0
@USER re giatre eisai gia ton poutso !	1
Otan tha sou biasoun tis gunaikes tes oikogeneias k den tha dikastoun kan, logo tou kainourgiou nomou ela na mas ton kharakteriseis pali egete .	0
Sake pes oti allaxes gnome kai sprokhneis to paidaki ste Paparizou kai ase tis papatzes ... TheVoiceGR	0
@USER Me ta kobeis more sto kalo	1
@USER ego mouni to leo alla oi perissoteroi ap'oso xero lene to mouni mounaki ..	1
@USER Akhakhakhakha mou aresei pou eisai to ligotero metriophron	0
@USER Eimai ameilikte me sexistes kai tupous pou lupountai lamogia ta opoia den distasan na diapompeusoun orothetikes toxikoexartemenes gunaikes gia mia khouphta psephous . An den mporeis na katalabeis tis protheseis tetoion upanthropon semainei oti einai akatoiketo .	0
gntmgr . Asemina eilikrina skase glupsimo thapsimo phoul koularise	1
Einai pou tes ekhei adunamia kai tes ebale 4 ... allios -32 ... ai mare megalompempekaShoppingStar	0
Sten Gkampia gia paradeigma an eisai <<gay kata surroe>> e ekheis HIV tha peraseis te zoe sou ste stene	0
GNTMgr na te doume ten Katia se kana gntm tou exoterikou, pou mas to paizei montelara ekhontas na antagonistei kurios askhetes pou mpekan gia telethease .	1
Pantos na se doulepse o Tsipras mia phora kai na etoimazesai na ton xanapsephiseis mallon eisai elithios e bolemenos .	1
Oo semera e uperokhe Mplingk Mplingk ! Siope oloi na akousoume ... shoppingstar	0
@USER eisai kai esu;	0
Pou pas me to mini mare mpoutou; shoppingstar	0
@USER Eironiko einai pou zeis re mpastardi Khese prota ton khalba pou tros kai aphou ton tripseis sten mapa sou tha ton phao Traba psopha	1
@USER Sosta ... Giati erkhetai_BOIDOPOUTSA kai okhi erkhetai_POUTSA pou ekhoun problepsei,!	0
Pote tha pantreutoume re poutanes na mou philate to kheri sten ekklesia	1
Madomouni en opsei ! shoppingstar	1
Auta pou elege o Zakharatos gia Aslanidou na ta peite k gia Patlake pou egine rophos ! mesimeri_skai	0
Tes Popes ginetai GNTMgr	0
siga men einai kai e Laide Petoula Raphingkstooun gntmgr	0
@USER Eisai;	0
Ntrope sten omada ton matheton sta Giannitsa	0
Anti o @USER na aporriptei oles tis aiteseis oson erkhontai paranoma, oste na epistrephontai sten tourkia, tous stelnei sten endokhora, dipla sta paidia k tis gunaikes mas, mplokarontas to dikaioma tes Elladas, opos leei e sumphonia, na tous epistrephei piso . ND_no_borders	0
@USER eipame re malako,rouphaei to demosio ESPA me to mpouri GIA NA TA DINEI SE KATI KEPhENES SAN KAI SENA looser,MEN MILAs GIA ESPA ANOETE	1
@USER Sto mualo mou eisai !	0
@USER Ap'oti phainetai kala ta les apo to gklaskoou pegaine kai sto Intia na deis sebasmo pou ekhoun ston anthropo kai ste gunaika idiaitera ,ektos ama eisai kammia agelada ,tote tha ekheis eleutheras .	0
Eleonoraaaa kokkinopotami	0
@USER Eisai Bouleutes tou ellenikou koinobouliou . Phersou san enas !	0
@USER To kanoniko khas einai to erkhetai_POUTSA to allo einai mia aple xepeta na xereis . K pros enemerose sou gennetheke sto Mati,opote men to upotimas k men to khromatizeis	0
Eimai perierge poia tha parei ta pio polla SKASE gntmgr	0
MeRA25 ND_xephtiles Koules Metsotakes ekloges2019 ekloges ... Mallon to khrema reei ..	0
@USER E ante kai gamesou re satana	1
To oti gia ten Kagia re paidia ten axia ten kathorizei to upsos eilikrina me trelainei gntmgr	0
@USER Lathos epikinduno ! O kurios stokhos tou Metsotake einai o kolos sou !Bazelinosou suntrophe !	1
O Sakes phetos tha prepe na khei balei kamia 10ria kila me toses khulopites pou ekhei phaei o ermos TheVoiceGR	0
Oloi gnorizontai kei mesa Ante pao na peso TheVoiceGR	0
Nai re, malakes einai na paroun kai alla lathromouslimia, den tous phtanoun osa ekhoun	1
Pheugei e mia Phlompa epistrephei e alle re mlk ... gntmgr	1
Tetraore sugkentrose enantia se prosphuges pou den erkhontan pragmatopoietheke ste Naousa	0
@USER ten poia;500 nomataioi eisastan,oi misoi metapheromenoi guphtoi !O Takhiaos pio polu kosmo eikhe semera .Khoria tis phasistikes sullepseis pou kanate pali os kommounistiko kathestos syriza_xeftiles erkhetai_KARAPOUTSA erkhetai_BOIDOPOUTSA erkhetai_POUTSA euroekloges2019 Tsipra	1
-Gunaika pheugo . -Kapotes na pareis .	0
@USER Polakes; Psarianos ! Akou me liga logia ... Oso apogoeteumenos kai na eisai me ton Suriza autapatasai an pisteueis e luse einai e ND .	0
@USER Em ...oi poutanes kai oi khazes den ekhoun tis tukhes tis kales pou lene .;	1
Kalutera rikhte me apo ta 30 metra . gntmgr ornithophobia	0
To monadiko atomo pou pisteuei oti kano sex me polles einai e gunaika mou	0
@USER Isos den ekhei tukhei na deis antistoikho skholio gia ton Oreste opos les . Sumphono mono sten lanthasmene katakhrese tou orou stis gunaikes . O kharakterismos kapoias gunaikas os "tsoulas", den sunepagetai te sterese tou dikaiomatos tes na diathetei to soma tes se opoion kai opote thelei .	1
Ingklis kaltsour GNTMgr	0
@USER To na polemas ton SURIZA einai patriarkhike xephtila;	1
@USER Ante kai gamesou malaka esu ki olo to skuloloi sas ! Sas ekhoume grammenous starkhidia mas kai tha sas ekhoume mia zoe !	1
@USER Eisai kai agrammatos . Oute anagnose de gnorizeis .	0
@USER Plaka kaneis; Terma tukheros eisai ! Bour me ta moutra	0
Mpourdelozoe kai emeis askhemes suphuliasmenes poutanes na mas gamane na mas gamane gia liga	1
@USER Arkhisane ta organa ! kai pou eisai akome ...	0
An to bioli etan pouli tha to paizane polloi ... gntmgr	0
Anna Maria KRINTZARAME ten petsa mas gntmgr	0
Ton Alexis den tha ton skholiasoun; Toses pozes pere o glukoules gntmgr	0
@USER Nai .. Kathe mera spartiates me spathia blepoume sto dromo e stis exodous . Antres me takounia, e asunethista sunolakia, den ekhoume dei pote ... (sic !)	0
Ti na sou pei re . Skaste GNTMgr	0
Oloi treloi einai s auto to tmema erwtasmeta	0
Ti phobaste apo aute te gunaika; Ti skata ekhete sto kephali sas . E Ellada ezese katokhe tourkike, enetike, serbike, phragkike,germanike kai den phobetheke . Agkaliaste tous,kante tous na niosoun anthropoi refugeesgr	0
GEIA SOU MORE ANNA MARIA ELAPhINA gntmgr	0
Autos o Basiles problematikos, komplexikos ,koutos,kolotoumpas ... ti nai autos re ; Eleos skaipolxeftiles poweroflovegr	1
Biku mou e Anna theorei oti k polu sas einai ... GNTMgr	0
elianna: ante bre koritsia sta misa phtasate na xekatiniasteite ! xupneste epitelous GNTMgr	0
gntmgr koritsara mou dikase !	0
Ntuthekan gia to kalokairi shoppingstar	0
Anna Maria mou to diko sou class den to phtanoun oute me 12ponta . Eisai eidolo ! gntmgr	0
Maresei otan ekhoun plato giati kamia den phoraei soutien gntmgr	0
Duskolo sabbatokuriako pantos an eisai Mpaks, SURIZA kai Mpelabelas ...	0
Pege na parei mezedaki o Mouzou o graphikos . An etan kanas mantrakhalos tha tou milage sto plethuntiko ... TheVoiceGR	0
poweroflovegr skaipolxeftiles ...Den ekhei power of love .... eutukhos, eida kapou ten Menti-zenessa .... to diko mas prosopo ... kai ten eblepa ...ten xanaeblepa ...ten xanaeblepa ... kai ekei katalaba oti mono otan stereisai kati, katalabaineis ten axia tou ..	0
GNTMgr ti m@@@USER blepoume re phile tose ora	1
Na to kerdame emeis;oute to t9 den to dekhetai ! gntmgr	0
telika me ten summetokhe sto gntmgr brekan douleia toulakhiston ta konteiner sto erwtasmeta	0
Autos tha pei to bapori apo te Persia TheVoiceGR	0
Okhi manatzer mou skata philos einai o Mikhales sou ekrube ten aletheia toso kairo gynaikaxwrisonoma	0
Apapapa neura e Anna erwtasmeta	0
gntmgr Sterizoume Eleutheria kai MARINA pou DIKASE !	0
E giagia mou, otan eblepe gunaikes san ten Reggina elege : <<ouuuu lukos mauros !>> O noon noeito PowerofloveGR	0
akome de khorise e katerina kai na phletarei me ton kainourioo rodani e glossa tess poweroflovegr	0
Katargeitai to autepaggelto thesmotheteitai to autasphalisto ND_thelate noor1	0
Gia alle mia phora to GNTMgr mpeke sto KaloMesimeraki me te Bania os gorgona !	0
E Souzana etsi opos milaei prepei na phaei ban apo ola ta rialiti ! gntmgr gntm gntm2 gntm2019	0
Mprabo sou re tsampoukalou Melite ... Tsakise ten ten khazoLilian ... TELOS ! GynaikaXwrisOnoma Ant1TV	0
E kainouria krima polla psukhologika .poweroflovegr	0
@USER Esu den mas eipes ti skata nomizeis oti eisai !giati mono enas gnesios phasistas san esena tous tsoubaliazei olous se kategories khoris n xerei ten istoria tou kathenos !mono enas phasistas san esena nomizei oti einai to kuriarkho eidos anthropou se mia demokratike koinonia	1
@USER Diaphono ... pas kontra sten aletheia ! Gia phorese ligo to khioumor . gia kane philo ! antra na sou pei pos skephtontai oi antres ! Philo omos okhi idiotele na parasuretai ap' ta matia sou !	0
@USER Ante kai gamesou	1
@USER Bre Ksephtila oi plaka opos te les me tous philous sou se kaphene - pou pali den dikaiologeitai - okhi demosia pou sto akroaterio einai KAI ta paidia sou ALETE . Oi Tsoules dipla sou khakhanizan giati opos phainetai autes to zoun ste skatozoe tous kathe mera .	1
@USER kai ti skhese ekhei auto; oi gunaikes den ekhoun dikaioma na xespasoun kai na upsosoun te phone tous; e mepos na aphairesoume to dikaioma omilias apo oses gunaikes den ekhoun paei se olumpiades;	0
Anta ....sat ap more .shoppingstar	1
gntmgr Ethu pitho pitho . ta zanax mou TORA men thkototho kapoian .	1
E, den ekhei khreiastei na pas kai TOSO makria ap'ton kanoniko sou eauto Katia mou gntmgr	0
Austero menuma sten kubernese na apophugei te dianome koinonikou merismatos ton prosekhe Dekembrio, esteilan oi thesmoi sten kubernese, epi Tsipra giati den tou eipan to idio; ND_thelate parte nakhete gidia ND_apateones	0
E pio omorphe kampule se mia gunaika einai to khamogelo tes !	0
@USER Opos dekhomai oti uparkhoun pio malakes pou psephizoun kati akoma kheirotero . Kai autoi einai pou tha ton xanapheroun piso se 3-4 khronia kabala sto alogo me suntriptike pleiopsephia epeide gennethekan malakes	1
Mple aidoia o semerinos titlos gntmgr	1
Alimono e Spuridoula ekhei na diakheiristei kai mia demosioteta tora ! perizetete pantou ! pou kairos gia gamous auta einai gia ton kosmake ! den prolabainei e Staroumpa na raphtei ste VERA WANG ! aei mare ! masterchefgr_Xeftiles giatinparea survivorgr starkoukou MasterChefGR	0
31 Oktobriou to haloween .. to perame to apotheosame ...apo mia mera to kratame mia bdomada .. kalomesimeraki	0
ti pragmata kanei o basilakes gia te zenia; poweroflovegr	0
@USER Esu eisai epikerugmene , kuklophorei photo sou se ola ta eklogika tmemata	0
@USER eisai esu eisai esu ...gata	0
gntmgr Lansaroun protupa omorphias me takha diaphoretikoteta kai gia protupa kharaktera oute logos ..	0
Kargioledes antres tha mas katastrepsete gamo to stanio sas	1
@USER ta phrudia den einai bapsimo men eisai tetoios	0
Mono menan tropo eremei e Anna . Me poutsa Konstantinou ErwtasMeta	1
@USER Re salta gamesou pou kaneis k eroteseis .	1
Polu duskolo toso kostoumi otan den eisai sten Boule	0
PowerOfLovegr poso geloio khriste mou auto me te siopele matia ... Epises ti prophil einai auto pou ekhei e Anna, sa na ekhei phaei tegania	0
Egko ta phugko semera; pos egkigken aphto gntmgr	0
Auto to oti sampotaroun ton idio tous ton eauto ..me xepernaei ..shoppingstar	0
NAI MORE MIKRE KEIT MOS . NAI GNTMgr	0
San paranumphaki ten ekanan . gntmgr	0
E Laskarake epathe Ludia apo Soi erwtasmeta	0
Pou einai e eortazousa Sougklakou na balei 1 sto kakiasmeno Gogoulini na tes kopei ligo o aeras;Bazei khamelous bathmous stis alles gia na bgei prote ki auto phainetai shoppingstar	0
Paizei na ekho antipathesei se khrono dt anthropo mono ste periptose tou Polukarpou . adinamoskrikosgr kalomesimeraki	0
@USER Sto spiti menete mazi ara ekheis ophelos khoris kan na blepeis menegake kai esu pephteis gt eisai ampale	1
Malako Souzana, arpazete to phageto auton pou brizete, den dinete apo ta dika sas, KAI TOUS TEN LES KI APO PANO, anti na to bouloseis kai na peis suggnome, EISAI PLEMPA TO LIGOTERO . Tsiphsa . GNTMgr	1
Uparkhoun malakes pou psephizoun Belopoulo, uparkhoun omos kai PASOKoi pou tosa khronia psephizan ton khontro .	1
kalomesimeraki Poios tha trelanei protos poion o Giorgos ton Niko e o Nikos ton Giorgo .	0
Epimeno ego tora POS EISAI MOREEEE survivorgr	0
anathema an katalaban ti tous leei ... GNTMgr	0
@USER Eisai psukhara	0
Ego paidia gia kati gkomenika xero pos ekrine to dikasterio pantos . Suriza_xephtiles	0
@USER Ama eisai pantognostes prepei na upomeneis k na upophereis	0
Souzana mono gia poletria sta gkountis me tetoio uphos gntmgr	1
E Eleonora de sas thumizei Bisse tes dekaetias 80; TheVoiceGR	0
Asemina eimai 32 k toses rutides den ekho, pou thes na to paixeis k montelo ! gntmgr	1
Souzana pare to pouli sou kai pare kai ton poulo GNTMgr	1
@USER Oi gunaikes katalabainomaste kalutera	0
Khakhakhakhakhakhakha khakhakhakhakhakhakha kalomesimeraki	0
-pos kathete pano sto spathi; -eeeee palia poutana ! gntmgr	1
Den mas endiapheroun to makigiaz auton ton 2 pateste to fast forward ! Sto gntmgr	0
Auto pou eisai arrostos, gamiesai ste douleia, genika psukhologika eisai khalia alla den gkriniazeis kai sou gkriniazoun oi alloi giati kai den kaneis ton karagkioze gia na einai kala Auto	1
Mekhri na bgoun oi alles mia photo tes prokopes me tis kotes e agrotissa tha ekhei etoimasei ede kokora krasato gia mesemeriano GNTMgr	0
TheVoiceGR po re ti mou thumises demotiko pegaina otan to akouga auto	0
@USER Gia antres nomizo uparkhei ede, sten Amerike . Opou bazoun asterakia oi gunaikes pou tous ekhoun parei	0
Ma ti kommati ki auto ... Akou pos ginetai na men se agapaei ta Sabbata ... Kai mazi na eiste kale eidika to Sabbato exo paizei to mataki tes .. TheVoiceGR	0
@USER Konta se MMM einai; Epiplomeno einai; Tha to trekheis esu (meneis konta) e tha pleroneis anthropo; Protimas na ponokephaliazeis ligo parapano e na ekheis ten esukhia sou; Pleroneis doseis daneiou; Ti risko eisai diatetheimenos na pareis;	0
Apla araxe sto skampoudaki e Souzana gntmgr	0
Giati epimenoun na KLINOUN te lexe "koouts"; Aphou oi xenes lexeis pou khresimopoiountai autousies sto elleniko lexilogio DEN klinontai ! thevoicegr	0
